sampleID_bact,sampleID_fung,sample_type,Sample_or_Control,extract_num,extract_kit,fungal_PCR_conc,raw_DNA_conc,bact_dilution,dil_DNA_conc,description,start_date,collect_date,short_description,wet_mass,vol_filter,sub_proj,plant_type,field_plot,gh_block,rain_trt,pot_num,UTM_lat,UTM_long,exp_len,seq_plate_no,seq_plate_row,seq_plate_col
Leaf26,Leaf26,Leaf,Sample,26,Plant_1,10.8185,NA,NA,NA,Petri L1 B1,7/21/2018,8/14/2018,L1B1_43302,0.0657,NA,Marshall,Petri,B1,B1,Live_Rain,L1,639046.075,4700603.84,24,2,H,7
Leaf41,Leaf41,Leaf,Sample,41,Plant_1,4.6205,NA,NA,NA,Petri L2 B1,7/21/2018,8/14/2018,L2B1_43302,0.0453,NA,Marshall,Petri,B1,B1,Live_Rain,L2,639046.075,4700603.84,24,2,G,9
Leaf66,Leaf66,Leaf,Sample,66,Plant_2,2.16325,NA,NA,NA,Petri S1 B1,7/21/2018,8/14/2018,S1B1_43302,0.0958,NA,Marshall,Petri,B1,B1,Sterile_rain,S1,639046.075,4700603.84,24,2,H,12
Leaf40,Leaf40,Leaf,Sample,40,Plant_1,4.9304,NA,NA,NA,Petri L2 B2,7/21/2018,8/14/2018,L2B2_43302,0.0025,NA,Marshall,Petri,B2,B2,Live_Rain,L2,638976.568,4700616.674,24,2,F,9
Leaf45,Leaf45,Leaf,Sample,45,Plant_1,4.15565,NA,NA,NA,Petri S2 B2,7/21/2018,8/14/2018,S2B2_43302,0.0823,NA,Marshall,Petri,B2,B2,Sterile_rain,S2,638976.568,4700616.674,24,2,C,10
Leaf54,Leaf54,Leaf,Sample,54,Plant_2,3.6908,NA,NA,NA,Petri L1 B2,7/21/2018,8/14/2018,L1B2_43302,0.0081,NA,Marshall,Petri,B2,B2,Live_Rain,L1,638976.568,4700616.674,24,2,D,11
Leaf57,Leaf57,Leaf,Sample,57,Plant_2,3.054,NA,NA,NA,Petri S1 B2,7/21/2018,8/14/2018,S1B2_43302,0.0328,NA,Marshall,Petri,B2,B2,Sterile_rain,S1,638976.568,4700616.674,24,2,G,11
Leaf14,Leaf14,Leaf,Sample,14,Plant_1,3.071,NA,NA,NA,Petri S1 B4,7/21/2018,8/14/2018,S1B4_43302,0.0203,NA,Marshall,Petri,B4,B4,Sterile_rain,S1,638811.969,4700754.249,24,2,D,6
Leaf36,Leaf36,Leaf,Sample,36,Plant_1,2.4512,NA,NA,NA,Petri S2 B4,7/21/2018,8/14/2018,S2B4_43302,0.0154,NA,Marshall,Petri,B4,B4,Sterile_rain,S2,638811.969,4700754.249,24,2,B,9
Leaf37,Leaf37,Leaf,Sample,37,Plant_1,4.46555,NA,NA,NA,Petri L1 B4,7/21/2018,8/14/2018,L1B4_43302,0.0141,NA,Marshall,Petri,B4,B4,Live_Rain,L1,638811.969,4700754.249,24,2,C,9
Leaf52,Leaf52,Leaf,Sample,52,Plant_2,3.071,NA,NA,NA,Petri L2 B4,7/21/2018,8/14/2018,L2B4_43302,0.083,NA,Marshall,Petri,B4,B4,Live_Rain,L2,638811.969,4700754.249,24,2,B,11
Leaf11,Leaf11,Leaf,Sample,11,Plant_1,1.36655,NA,NA,NA,Petri Nano3,7/21/2018,8/14/2018,Nano3_43302,0.0089,NA,Marshall,Petri,Nano,Nano,Nano,N3,NA,NA,24,2,A,6
Leaf29,Leaf29,Leaf,Sample,29,Plant_1,6.4799,NA,NA,NA,Petri Nano4,7/21/2018,8/14/2018,Nano4_43302,0.0255,NA,Marshall,Petri,Nano,Nano,Nano,N4,NA,NA,24,2,C,8
Leaf44,Leaf44,Leaf,Sample,44,Plant_1,4.0007,NA,NA,NA,Petri Nano1,7/21/2018,8/14/2018,Nano1_43302,0.0277,NA,Marshall,Petri,Nano,Nano,Nano,N1,NA,NA,24,2,B,10
Leaf69,Leaf69,Leaf,Sample,69,Plant_2,1.2725,NA,NA,NA,Petri Nano2,7/21/2018,8/14/2018,Nano2_43302,0.0666,NA,Marshall,Petri,Nano,Nano,Nano,N2,NA,NA,24,3,A,1
RX081Marsh81,RX081Marsh81,Rain,Sample,81,Water_1,0.4529,49,0.25,12.25,Marshall B2,8/8/2018,8/18/2018,Marsh81,NA,100,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,10,1,D,11
RX091Marsh91,RX091Marsh91,Rain,Sample,91,Water_1,3.571,147,0.1,14.7,Marshall B3,8/8/2018,8/18/2018,Marsh91,NA,100,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,10,1,G,12
RX120Marsh120,RX120Marsh120,Rain,Sample,120,Water_3,2.8285,86.4,0.1,8.64,Marshall B4,8/8/2018,8/18/2018,Marsh120,NA,100,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,10,2,E,4
RX087Marsh87,RX087Marsh87,Rain,Sample,87,Water_1,10.3559,10.1,1,10.1,Marshall B1,8/18/2018,8/21/2018,Marsh87,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,3,1,C,12
RX113Marsh113,RX113Marsh113,Rain,Sample,113,Water_3,6.1957,11.9,1,11.9,Marshall B2,8/18/2018,8/21/2018,Marsh113,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,3,2,E,3
RX075Marsh75,RX075Marsh75,Rain,Sample,75,Water_1,7.32055,24,0.5,12,Marshall B3,8/18/2018,8/21/2018,Marsh75,NA,350,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,3,1,F,10
RX080Marsh80,RX080Marsh80,Rain,Sample,80,Water_1,11.4272,28,0.5,14,Marshall B4,8/18/2018,8/21/2018,Marsh80,NA,350,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,3,1,C,11
RX088Marsh88,RX088Marsh88,Rain,Sample,88,Water_1,6.96345,59.4,0.25,14.85,Marshall B2,8/21/2018,8/22/2018,Marsh88,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,1,1,D,12
RX071Marsh71,RX071Marsh71,Rain,Sample,71,Water_1,8.5704,23.6,0.5,11.8,Marshall B3,8/21/2018,8/22/2018,Marsh71,NA,350,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,1,1,B,10
RX077Marsh77,RX077Marsh77,Rain,Sample,77,Water_1,7.142,53.8,0.25,13.45,Marshall B4,8/21/2018,8/22/2018,Marsh77,NA,375,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,1,1,H,10
RX107Marsh107,RX107Marsh107,Rain,Sample,107,Water_3,2.6701,18.8,0.5,9.4,Marshall B1,8/22/2018,8/25/2018,Marsh107,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,3,2,G,2
RX099Marsh99,RX099Marsh99,Rain,Sample,99,Water_1,2.518325,26.2,0.5,13.1,Marshall B2,8/22/2018,8/25/2018,Marsh99,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,3,2,G,1
RX072Marsh72,RX072Marsh72,Rain,Sample,72,Water_1,4.9994,28.2,0.5,14.1,Marshall B3,8/22/2018,8/25/2018,Marsh72,NA,350,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,3,1,C,10
RX095Marsh95,RX095Marsh95,Rain,Sample,95,Water_1,2.9881,41.2,0.25,10.3,Marshall B4,8/22/2018,8/25/2018,Marsh95,NA,350,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,3,2,C,1
RX109Marsh109,RX109Marsh109,Rain,Sample,109,Water_3,5.9723,13.2,1,13.2,Marshall B1,8/25/2018,8/28/2018,Marsh109,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,3,2,A,3
RX089Marsh89,RX089Marsh89,Rain,Sample,89,Water_1,11.0701,4.06,1,4.06,Marshall B2,8/25/2018,8/28/2018,Marsh89,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,3,1,E,12
RX083Marsh83,RX083Marsh83,Rain,Sample,83,Water_1,3.571,20.4,0.5,10.2,Marshall B3,8/25/2018,8/28/2018,Marsh83,NA,350,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,3,1,F,11
RX067Marsh67,RX067Marsh67,Rain,Sample,67,Water_1,9.9988,30.2,0.25,7.55,Marshall B4,8/25/2018,8/28/2018,Marsh67,NA,350,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,3,1,F,9
RX085Marsh85,RX085Marsh85,Rain,Sample,85,Water_1,10.3559,37,0.25,9.25,Marshall B1,8/28/2018,8/29/2018,Marsh85,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,1,1,A,12
RX078Marsh78,RX078Marsh78,Rain,Sample,78,Water_1,7.142,18.2,0.5,9.1,Marshall B2,8/28/2018,8/29/2018,Marsh78,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,1,1,A,11
RX074Marsh74,RX074Marsh74,Rain,Sample,74,Water_1,8.2133,55.8,0.25,13.95,Marshall B4,8/28/2018,8/29/2018,Marsh74,NA,250,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,1,1,E,10
RX079Marsh79,RX079Marsh79,Rain,Sample,79,Water_1,7.8562,15.2,0.5,7.6,Marshall B1,8/29/2018,9/2/2018,Marsh79,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,4,1,B,11
RX068Marsh68,RX068Marsh68,Rain,Sample,68,Water_1,7.4991,30.2,0.25,7.55,Marshall B2,8/29/2018,9/2/2018,Marsh68,NA,350,Marshall,Rain,B2,B2,Rain,B2,638976.568,4700616.674,4,1,G,9
RX096Marsh96,RX096Marsh96,Rain,Sample,96,Water_1,0.1713,32.8,0.25,8.2,Marshall B3,8/29/2018,9/2/2018,Marsh96,NA,350,Marshall,Rain,B3,B3,Rain,B3,638809.092,4700697.086,4,2,D,1
RX118Marsh118,RX118Marsh118,Rain,Sample,118,Water_3,5.444425,41.6,0.25,10.4,Marshall B4,8/29/2018,9/2/2018,Marsh118,NA,350,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,4,2,B,4
RX070Marsh70,RX070Marsh70,Rain,Sample,70,Water_1,6.7849,56.8,0.25,14.2,Marshall B1,9/2/2018,9/4/2018,Marsh70,NA,350,Marshall,Rain,B1,B1,Rain,B1,639046.075,4700603.84,2,1,A,10
RX108Marsh108,RX108Marsh108,Rain,Sample,108,Water_3,2.551625,13.4,1,13.4,Marshall B4,9/2/2018,9/4/2018,Marsh108,NA,350,Marshall,Rain,B4,B4,Rain,B4,638811.969,4700754.249,2,2,H,2
Leaf55d,Leaf55,Leaf,Sample,55,Plant_2,5.39525,NA,NA,NA,Adult Block 1,Adult,9/5/2018,Block1_43348,0.0458,NA,Marshall,Adult,B1,B1,Field_rain,NA,639046.075,4700603.84,NA,2,E,11
Leaf60d,Leaf60,Leaf,Sample,60,Plant_2,1.527,NA,NA,NA,Adult Block 2,Adult,9/5/2018,Block2_43348,0.0534,NA,Marshall,Adult,B2,B2,Field_rain,NA,638976.568,4700616.674,NA,2,B,12
Leaf73d,Leaf73,Leaf,Sample,73,Plant_2,2.7995,NA,NA,NA,Adult Block 3,Adult,9/5/2018,Block3_43348,0.0483,NA,Marshall,Adult,B3,B3,Field_rain,NA,638809.092,4700697.086,NA,3,E,1
Leaf67d,Leaf67,Leaf,Sample,67,Plant_2,0.7635,NA,NA,NA,Adult Block 4,Adult,9/5/2018,Block4_43348,0.0467,NA,Marshall,Adult,B4,B4,Field_rain,NA,638811.969,4700754.249,NA,2,C,4
Leaf18,Leaf18,Leaf,Sample,18,Plant_1,3.84575,NA,NA,NA,Marshall Leaf Pot 2,7/10/2018,9/5/2018,Pot_2_43348,0.0566,NA,Marshall,Seedling,B1,B1,Field_rain,2,639046.075,4700603.84,57,2,H,6
Leaf24,Leaf24,Leaf,Sample,24,Plant_1,4.3106,NA,NA,NA,Marshall Leaf Pot 4,7/10/2018,9/5/2018,Pot_4_43348,0.0687,NA,Marshall,Seedling,B1,B1,Field_rain,4,639046.075,4700603.84,57,2,F,7
Leaf25,Leaf25,Leaf,Sample,25,Plant_1,1.8314,NA,NA,NA,Marshall Leaf Pot 9,7/10/2018,9/5/2018,Pot_9_43348,0.0051,NA,Marshall,Seedling,B1,B1,Field_rain,9,639046.075,4700603.84,57,2,G,7
Leaf65,Leaf65,Leaf,Sample,65,Plant_2,1.527,NA,NA,NA,Marshall Leaf Pot 3,7/10/2018,9/5/2018,Pot_3_43348,0.043,NA,Marshall,Seedling,B1,B1,Field_rain,3,639046.075,4700603.84,57,2,G,12
Leaf12,Leaf12,Leaf,Sample,12,Plant_1,3.071,NA,NA,NA,Marshall Leaf Pot 17,7/10/2018,9/5/2018,Pot_17_43348,0.032,NA,Marshall,Seedling,B2,B2,Field_rain,17,638976.568,4700616.674,57,2,B,6
Leaf33,Leaf33,Leaf,Sample,33,Plant_1,1.2116,NA,NA,NA,Marshall Leaf Pot 21,7/10/2018,9/5/2018,Pot_21_43348,0.0742,NA,Marshall,Seedling,B2,B2,Field_rain,21,638976.568,4700616.674,57,2,G,8
Leaf47,Leaf47,Leaf,Sample,47,Plant_1,3.3809,NA,NA,NA,Marshall Leaf Pot 22,7/10/2018,9/5/2018,Pot_22_43348,0.2119,NA,Marshall,Seedling,B2,B2,Field_rain,22,638976.568,4700616.674,57,2,E,10
Leaf68,Leaf68,Leaf,Sample,68,Plant_2,1.2725,NA,NA,NA,Marshall Leaf Pot 16,7/10/2018,9/5/2018,Pot_16_43348,0.0896,NA,Marshall,Seedling,B2,B2,Field_rain,16,638976.568,4700616.674,57,2,H,4
Leaf10d,Leaf10,Leaf,Sample,10,Plant_1,3.071,NA,NA,NA,Marshall Leaf Pot 26,7/10/2018,9/5/2018,Pot_26_43348,0.1113,NA,Marshall,Seedling,B3,B3,Field_rain,26,638809.092,4700697.086,57,2,H,5
Leaf27,Leaf27,Leaf,Sample,27,Plant_1,1.5215,NA,NA,NA,Marshall Leaf Pot 25,7/10/2018,9/5/2018,Pot_25_43348,0.0066,NA,Marshall,Seedling,B3,B3,Field_rain,25,638809.092,4700697.086,57,2,A,8
Leaf39,Leaf39,Leaf,Sample,39,Plant_1,1.67645,NA,NA,NA,Marshall Leaf Pot 33,7/10/2018,9/5/2018,Pot_33_43348,0.0649,NA,Marshall,Seedling,B3,B3,Field_rain,33,638809.092,4700697.086,57,2,E,9
Leaf49,Leaf49,Leaf,Sample,49,Plant_1,0.9017,NA,NA,NA,Marshall Leaf Pot 32,7/10/2018,9/5/2018,Pot_32_43348,0.106,NA,Marshall,Seedling,B3,B3,Field_rain,32,638809.092,4700697.086,57,2,G,10
Leaf58,Leaf58,Leaf,Sample,58,Plant_2,1.36655,NA,NA,NA,Marshall Leaf Pot 31,7/10/2018,9/5/2018,Pot_31_43348,0.1354,NA,Marshall,Seedling,B3,B3,Field_rain,31,638809.092,4700697.086,57,2,H,11
Leaf03,Leaf03,Leaf,Sample,3,Plant_1,1.2116,NA,NA,NA,Marshall Leaf Pot 41,7/10/2018,9/5/2018,Pot_41_43346,0.0175,NA,Marshall,Seedling,B4,B4,Field_rain,41,638811.969,4700754.249,57,2,A,5
Leaf23,Leaf23,Leaf,Sample,23,Plant_1,5.5502,NA,NA,NA,Marshall Leaf Pot 42,7/10/2018,9/5/2018,Pot_42_43348,0.1433,NA,Marshall,Seedling,B4,B4,Field_rain,42,638811.969,4700754.249,57,2,E,7
Leaf43,Leaf43,Leaf,Sample,43,Plant_1,1.5215,NA,NA,NA,Marshall Leaf Pot 43,7/10/2018,9/5/2018,Pot_43_43348,0.0908,NA,Marshall,Seedling,B4,B4,Field_rain,43,638811.969,4700754.249,57,2,A,10
Leaf59,Leaf59,Leaf,Sample,59,Plant_2,1.527,NA,NA,NA,Marshall Leaf Pot 37,7/10/2018,9/5/2018,Pot_37_43348,0.039,NA,Marshall,Seedling,B4,B4,Field_rain,37,638811.969,4700754.249,57,2,A,12
Leaf07,Leaf07,Leaf,Sample,7,Plant_1,1.67645,NA,NA,NA,Petri S1 B4 (erroneously labeled B1),8/21/2018,9/18/2018,S1B4_43361,0.0055,NA,Marshall,Petri,B4,B4,Sterile_rain,S1,638811.969,4700754.249,28,2,E,5
Leaf22,Leaf22,Leaf,Sample,22,Plant_1,2.4512,NA,NA,NA,Petri S1 B2,8/21/2018,9/18/2018,S1B2_43361,0.0058,NA,Marshall,Petri,B2,B2,Sterile_rain,S1,638976.568,4700616.674,28,2,D,7
Leaf28,Leaf28,Leaf,Sample,28,Plant_1,1.5215,NA,NA,NA,Petri S2 B2,8/21/2018,9/18/2018,S2B2_43361,0.0025,NA,Marshall,Petri,B2,B2,Sterile_rain,S2,638976.568,4700616.674,28,2,B,8
Leaf42,Leaf42,Leaf,Sample,42,Plant_1,4.77545,NA,NA,NA,Petri L1 B2,8/21/2018,9/18/2018,L1B2_43361,0.0197,NA,Marshall,Petri,B2,B2,Live_Rain,L1,638976.568,4700616.674,28,2,H,9
Leaf48,Leaf48,Leaf,Sample,48,Plant_1,4.3106,NA,NA,NA,Perti L2 B2,8/21/2018,9/18/2018,L2B2_43361,0.0082,NA,Marshall,Petri,B2,B2,Live_Rain,L2,638976.568,4700616.674,28,2,F,10
Leaf08,Leaf08,Leaf,Sample,8,Plant_1,1.5215,NA,NA,NA,Petri L2 B3,8/21/2018,9/18/2018,L2B3_43361,0.0064,NA,Marshall,Petri,B3,B3,Live_Rain,L2,638809.092,4700697.086,28,2,F,5
Leaf15,Leaf15,Leaf,Sample,15,Plant_1,7.25465,NA,NA,NA,Petri S2 B3,8/21/2018,9/18/2018,S2B3_43361,0.005,NA,Marshall,Petri,B3,B3,Sterile_rain,S2,638809.092,4700697.086,28,2,E,6
Leaf30,Leaf30,Leaf,Sample,30,Plant_1,2.91605,NA,NA,NA,Petri S1 B3,8/21/2018,9/18/2018,S1B3_43361,0.006,NA,Marshall,Petri,B3,B3,Sterile_rain,S1,638809.092,4700697.086,28,2,D,8
Leaf32,Leaf32,Leaf,Sample,32,Plant_1,1.8314,NA,NA,NA,Petri L1 B3,8/21/2018,9/18/2018,L1B3_43361,0.002,NA,Marshall,Petri,B3,B3,Live_Rain,L1,638809.092,4700697.086,28,2,F,8
Leaf09,Leaf09,Leaf,Sample,9,Plant_1,1.67645,NA,NA,NA,Petri L2 B4,8/21/2018,9/18/2018,L2B4_43361,0.0145,NA,Marshall,Petri,B4,B4,Live_Rain,L2,638811.969,4700754.249,28,2,G,5
Leaf35,Leaf35,Leaf,Sample,35,Plant_1,0.9017,NA,NA,NA,Petri L1 B4,8/21/2018,9/18/2018,L1B4_43361,0.003,NA,Marshall,Petri,B4,B4,Live_Rain,L1,638811.969,4700754.249,28,2,A,9
Leaf38,Leaf38,Leaf,Sample,38,Plant_1,2.1413,NA,NA,NA,Petri S2 B4,8/21/2018,9/18/2018,S2B4_43361,0.0037,NA,Marshall,Petri,B4,B4,Sterile_rain,S2,638811.969,4700754.249,28,2,D,9
Leaf16,Leaf16,Leaf,Sample,16,Plant_1,5.08535,NA,NA,NA,Petri Nano4,8/21/2018,9/18/2018,Nano4_43361,0.0026,NA,Marshall,Petri,Nano,Nano,Nano,N4,NA,NA,28,2,F,6
Leaf34,Leaf34,Leaf,Sample,34,Plant_1,2.7611,NA,NA,NA,Petri Nano1,8/21/2018,9/18/2018,Nano1_43361,0.0078,NA,Marshall,Petri,Nano,Nano,Nano,N1,NA,NA,28,2,H,8
Leaf53,Leaf53,Leaf,Sample,53,Plant_2,2.4512,NA,NA,NA,Petri Nano3,8/21/2018,9/18/2018,Nano3_43361,0.0057,NA,Marshall,Petri,Nano,Nano,Nano,N3,NA,NA,28,2,C,11
Leaf75,Leaf75,Leaf,Sample,75,Plant_2,2.1413,NA,NA,NA,Petri Nano2,8/21/2018,9/18/2018,Nano2_43361,0.0034,NA,Marshall,Petri,Nano,Nano,Nano,N2,NA,NA,28,3,G,1
RX011Blank11,RX011Blank11,Rain,Control,11,Water_2,0.7142,0.0118,1,0.0118,Blank 1,2/6/2019,2/6/2019,Blank11,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,0,1,D,2
RX038Blank38,RX038Blank38,Rain,Control,38,Water_2,1.0713,0.001,1,0.001,Blank 2,2/7/2019,2/11/2019,Blank38,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,4,1,H,5
RX050Blank50,RX050Blank50,Rain,Control,50,Water_2,0.7142,0.001,1,0.001,Blank 3,2/7/2019,2/12/2019,Blank50,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,5,1,D,7
RX054Blank54,RX054Blank54,Rain,Control,54,Water_1,0.7142,0.001,1,0.001,Blank 4,2/12/2019,2/12/2019,Blank54,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,0,1,H,7
RX090Blank90,RX090Blank90,Rain,Control,90,Water_1,2.8046,0.001,1,0.001,Blank 5,2/12/2019,2/18/2019,Blank90,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,6,1,F,12
RX100Blank100,RX100Blank100,Rain,Control,100,Water_1,1.4013,0.001,1,0.001,Blank 6,2/12/2019,2/19/2019,Blank100,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,7,2,H,1
RX102Blank102,RX102Blank102,Rain,Control,102,Water_3,2.3238,0.001,1,0.001,Blank 7 ,2/19/2019,2/19/2019,Blank102,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,0,2,B,2
RX114Blank114,RX114Blank114,Rain,Control,114,Water_3,0.7863,0.001,1,0.001,Blank 8 ,2/19/2019,2/20/2019,Blank114,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,1,2,F,3
RX122Blank122,RX122Blank122,Rain,Control,122,Water_3,0.94005,0.001,1,0.001,Blank 9,2/19/2019,2/21/2019,Blank122,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,2,2,G,4
Leaf06,Leaf06,Leaf,Control,6,Plant_1,0.74675,NA,NA,NA,Blank 1 ,7/25/2019,7/25/2019,Blank1 _43671,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,0,2,D,5
Leaf20,Leaf20,Leaf,Control,20,Plant_1,0.5918,NA,NA,NA,Blank 2,7/25/2019,8/1/2019,Blank2_43671,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,7,2,B,7
Leaf50,Leaf50,Leaf,Control,50,Plant_1,1.2116,NA,NA,NA,Blank 3,7/25/2019,8/2/2019,Blank3_43671,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,8,2,H,10
Leaf51,Leaf51,Leaf,Control,51,Plant_2,0.9017,NA,NA,NA,Blank 4,8/2/2019,8/2/2019,Blank4_43679,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,0,2,A,11
Leaf62,Leaf62,Leaf,Control,62,Plant_2,0.63625,NA,NA,NA,Blank 5,8/2/2019,8/7/2019,Blank5_43679,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,5,2,D,12
Leaf74,Leaf74,Leaf,Control,74,Plant_2,0.7635,NA,NA,NA,Blank 6,8/2/2019,8/7/2019,Blank6_43679,NA,NA,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,5,3,F,1
BlankRainPCR1,BlankRainPCR1,Blank,Control,1,PCR,1.0713,NA,NA,NA,Water blank first PCR Rain,Blank,NA,BlankRainPCR1,NA,NA,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,1,H,4
BlankRainPCR2,BlankRainPCR2,Blank,Control,2,PCR,1.0713,NA,NA,NA,SpeedVac Water PCR blank,Blank,NA,BlankRainPCR2,NA,NA,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,3,H,1
FungalMock1,FungalMock1,Mock,Sample,1,Mock,1.0713,NA,NA,NA,Bonito lab fungal mock community,Mock,NA,FungalMock1,NA,NA,Mock,Mock,Mock,Mock,NA,NA,NA,NA,NA,1,C,2
FungalMock2,FungalMock2,Mock,Sample,2,Mock,1.4284,NA,NA,NA,Bonito lab fungal mock community,Mock,NA,FungalMock2,NA,NA,Mock,Mock,Mock,Mock,NA,NA,NA,NA,NA,1,E,9
FungalMock3,FungalMock3,Mock,Sample,3,Mock,1.4013,NA,NA,NA,Bonito lab fungal mock community,Mock,NA,FungalMock3,NA,NA,Mock,Mock,Mock,Mock,NA,NA,NA,NA,NA,1,G,11
