OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu14603	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Zotu14604	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae		
Zotu14605	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
Zotu14606	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium sp 
Zotu14607	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14608	Fungi	Ascomycota	Lecanoromycetes				
Zotu14610	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Fenestellaceae	Fenestella	
Zotu14611	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu14612	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu14613	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
Zotu14614	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	
Zotu14615	Fungi	Ascomycota	Lecanoromycetes	Lecanorales			
Zotu14616	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu14617	Fungi	Basidiomycota	Microbotryomycetes				
Zotu14618	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu14619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Fenestellaceae	Fenestella	
Zotu14620	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales			
Zotu14621	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	
Zotu14622	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14623	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Incertae_sedis	Trichaptum	
Zotu14624	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu14625	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora cinerea
Zotu14626	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14627	1.0000						
Zotu14628	Fungi						
Zotu14629	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
Zotu14630	Fungi	Ascomycota	Lecanoromycetes				
Zotu14631	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	
Zotu14632	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria rousseliana
Zotu14633	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Laetiporus	Laetiporus sulphureus
Zotu14634	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_incertae_sedis	Phaeodactylium	
Zotu14635	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Zotu14636	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Byssomerulius	Byssomerulius corium
Zotu14637	Alveolata	Ciliophora	Oligohymenophorea	Incertae_sedis			
Zotu14638	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu14639	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	
Zotu14640	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu14641	Fungi						
Zotu14642	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14643	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Spadicoides	
Zotu14644	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ceriporiopsis	Ceriporiopsis sp 	
Zotu14645	Fungi	Basidiomycota	Agaricomycetes	Corticiales			
Zotu14646	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	Vararia gallica
Zotu14647	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
Zotu14648	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14649	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14650	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	
Zotu14651	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu14652	Fungi						
Zotu14653	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula nothofagi
Zotu14654	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera unica
Zotu14655	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu14656	Fungi						
Zotu14657	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella oryzae
Zotu14658	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14659	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
Zotu14660	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu14661	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14662	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
Zotu14663	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14664	Viridiplantae	Chlorophyta	Trebouxiophyceae				
Zotu14665	Fungi						
Zotu14666	Fungi	Ascomycota	Sordariomycetes				
Zotu14667	Fungi						
Zotu14668	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14669	Fungi						
Zotu14670	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Gomphillaceae	Corticifraga	Corticifraga peltigerae
Zotu14671	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu14672	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Zotu14673	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14674	1.0000						
Zotu14675	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
Zotu14676	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu14677	Protista						
Zotu14678	Fungi	Spizellomycetes	Spizellomycetales				
Zotu14679	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14680	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	
Zotu14681	Fungi						
Zotu14682	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	
Zotu14683	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella latebrosa
Zotu14684	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu14685	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14686	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu14687	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu14688	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu14689	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
Zotu14690	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella candolleana
Zotu14691	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma linderae
Zotu14692	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia acanthocystis
Zotu14693	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
Zotu14694	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
Zotu14695	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales			
Zotu14696	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor nidicola
Zotu14697							
Zotu14698	Fungi	Basidiomycota	Microbotryomycetes				
Zotu14699	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu14700	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu14701	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu14702	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu14703	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu14704	1.0000						
Zotu14705	1.0000						
Zotu14706	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu14707	Fungi	Basidiomycota	Agaricomycetes	Corticiales			
Zotu14708	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraophiobolus	
Zotu14709	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Junghuhnia	Junghuhnia nitida
Zotu14710	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
Zotu14711	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14712	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota flammans
Zotu14713	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia sp 
Zotu14714	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora cyatheae
Zotu14715	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14716	Fungi	Ascomycota					
Zotu14717	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Incertae_sedis	Tilletiopsis	Tilletiopsis washingtonensis
Zotu14718	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu14719	Fungi						
Zotu14720	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu14721	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
Zotu14722	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma tephrensis
Zotu14723	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
Zotu14724	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae		
Zotu14725	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Alutaceodontia	Alutaceodontia alutacea
Zotu14726	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis neophlyctidospora
Zotu14727	Fungi						
Zotu14728	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Skeletocutis	
Zotu14729	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
Zotu14730	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota adiposa
Zotu14731	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu14732	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu14733	Protista						
Zotu14734	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu14735	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella sp 
Zotu14736	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu14737	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu14738	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14739	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14740	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14741	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	
Zotu14742	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces inouyei
Zotu14743	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
Zotu14744	Fungi	Basidiomycota	Agaricomycetes	Russulales	Gloeocystidiellaceae	Gloeocystidiellum	Gloeocystidiellum porosum
Zotu14745	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu14746	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
Zotu14747	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14748	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema macrosporum
Zotu14749	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14750	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
Zotu14751	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia acerosa
Zotu14752	0.9100						
Zotu14753	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia	Hyphodontia setulosa
Zotu14754	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu14755	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Zotu14756	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu14757	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14758	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia sp 
Zotu14759	Fungi	Ascomycota					
Zotu14760	Fungi						
Zotu14761	Fungi						
Zotu14762	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	
Zotu14763	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Zotu14764	Fungi	Ascomycota					
Zotu14765	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma aprile
Zotu14766	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Postia	Postia fragilis
Zotu14767	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae		
Zotu14768	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14769	Fungi	Ascomycota					
Zotu14770	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
Zotu14771	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	
Zotu14772	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Oomyces	Oomyces carneoalbus
Zotu14773	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	
Zotu14774	Fungi						
Zotu14775	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14776	Fungi	Ascomycota					
Zotu14777	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota pusilla
Zotu14778	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu14779	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena laevigata
Zotu14780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
Zotu14781	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14782	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	Phaeococcomyces mexicanus
Zotu14783	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	
Zotu14784	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae		
Zotu14785	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	
Zotu14786	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae		
Zotu14787	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14788	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14789	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14790	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	
Zotu14791	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
Zotu14792	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae		
Zotu14793	Fungi	Basidiomycota	Agaricomycetes	Incertae_sedis	Incertae_sedis	Xenasmatella	
Zotu14794	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14795	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14796	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
Zotu14797	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella sp 
Zotu14798	Fungi	Basidiomycota	Agaricomycetes	Atheliales			
Zotu14799	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis sp 
Zotu14800	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Xenomeris	Xenomeris sp 
Zotu14801	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Bannozyma	Bannozyma yamatoana
Zotu14802	Fungi	Ascomycota					
Zotu14803	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma sp 
Zotu14804	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	
Zotu14805	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14806	Fungi	Ascomycota					
Zotu14807	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14808	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum sanguinolentum
Zotu14809	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Celerioriella	Celerioriella prunicola
Zotu14810	Fungi	Ascomycota	Dothideomycetes				
Zotu14811	Fungi	Ascomycota	Sordariomycetes				
Zotu14812	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Perusta	
Zotu14813	Fungi	Ascomycota					
Zotu14814	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora versiformis
Zotu14815	Fungi	Basidiomycota					
Zotu14816	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu14817	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora versiformis
Zotu14818	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Hysterobrevium	Hysterobrevium constrictum
Zotu14819	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	
Zotu14820	Fungi						
Zotu14821	Fungi	Ascomycota	Sordariomycetes				
Zotu14822	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma dimennae
Zotu14823	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14824	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales			
Zotu14825	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Saitoella	Saitoella coloradoensis
Zotu14826	Fungi						
Zotu14827	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Ustilentyloma	Ustilentyloma graminis
Zotu14828	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	
Zotu14829	1.0000						
Zotu14830	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Incertae_sedis	Trichaptum	Trichaptum biforme
Zotu14831	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp 
Zotu14832	Fungi	Ascomycota					
Zotu14834	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu14835	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14836	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia perforans
Zotu14837	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu14838	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	
Zotu14839	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Dissoconium	Dissoconium eucalypti
Zotu14840	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella kunmingensis
Zotu14841	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14842	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora versiformis
Zotu14843	Fungi						
Zotu14844	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Thyrostroma	
Zotu14845	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma globispora
Zotu14846	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Radulidium	Radulidium subulatum
Zotu14847	Fungi	Basidiomycota					
Zotu14848	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu14849	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta
Zotu14850	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	Steccherinum ochraceum
Zotu14851	Fungi	Basidiomycota	Agaricomycetes				
Zotu14852	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu14853	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu14854	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu14855	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Resupinatus	Resupinatus applicatus
Zotu14856	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota adiposa
Zotu14857	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe sumptuosa
Zotu14858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota adiposa
Zotu14859	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu14860	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala oblonga
Zotu14861	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	
Zotu14862	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia acanthocystis
Zotu14863	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma sp 
Zotu14864	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinopsis	Phellinopsis conchata
Zotu14865	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
Zotu14866	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Udeniomyces pyricola
Zotu14867	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Dissoconium	Dissoconium eucalypti
Zotu14868	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	
Zotu14869	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
Zotu14870	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_incertae_sedis	Phaeodactylium	
Zotu14871	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu14872	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
Zotu14873	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
Zotu14874	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14875	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu14876	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Skeletocutis	
Zotu14877	Fungi	Basidiomycota	Microbotryomycetes				
Zotu14878	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu14879	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora stevensonii
Zotu14880	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Tyromyces	Tyromyces chioneus
Zotu14881	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
Zotu14882	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Zotu14883	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Ceriporiopsis	Ceriporiopsis subrufa
Zotu14884	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia aurea
Zotu14885	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia millegrana
Zotu14886	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu14887	Fungi	Ascomycota					
Zotu14888	Fungi	Ascomycota					
Zotu14889	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Zotu14890	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Incertae_sedis	Pseudomicrostroma	Pseudomicrostroma phylloplanum
Zotu14891	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14892	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu14893	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Incertae_sedis	Arthrocatena	
Zotu14894	Fungi	Ascomycota					
Zotu14895	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14896	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu14897	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu14898	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia millegrana
Zotu14899	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	
Zotu14900	Arthropoda	Insecta	Lepidoptera	Crambidae	Petrophila	Petrophila incerta	
Zotu14901	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	
Zotu14902	0.9900						
Zotu14903	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14904	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu14905	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
Zotu14906	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae		
