OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu5383	1.0000						
Zotu5384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Alternariaster	Alternariaster centaureae-diffusae
Zotu5385	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	
Zotu5386	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu5387	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5388	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	
Zotu5389	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sp 
Zotu5390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
Zotu5391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu5392	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5393	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu5394	Viridiplantae	Chlorophyta					
Zotu5395	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces albus
Zotu5396	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia sp 
Zotu5397	Fungi	Ascomycota					
Zotu5398	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5399	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete jose-ferreirae
Zotu5400	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
Zotu5401	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu5402	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
Zotu5403	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu5404	Protista						
Zotu5406	Fungi	Ascomycota	Dothideomycetes				
Zotu5407	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu5408	Fungi	Ascomycota					
Zotu5409	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium capitatum
Zotu5410	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus crocophyllus
Zotu5411	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Catathelasmataceae	Callistosporium	Callistosporium luteo-olivaceum
Zotu5412	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5413	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5414	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
Zotu5415	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia grevilleana
Zotu5416	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu5417	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
Zotu5418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
Zotu5419	Viridiplantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Funaria	Funaria hygrometrica
Zotu5420							
Zotu5421	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia maclaganii
Zotu5422	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	
Zotu5423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium fusidioides
Zotu5424	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae		
Zotu5425	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu5426	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5427	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu5428	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium wieringae
Zotu5429	Fungi						
Zotu5430	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5431	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia maclaganii
Zotu5432	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5433	Fungi	Ascomycota	Sordariomycetes				
Zotu5434	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu5435	1.0000						
Zotu5436	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae		
Zotu5437	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia changbaiensis
Zotu5438	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia millegrana
Zotu5439	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	
Zotu5440							
Zotu5441	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium hasegawianum
Zotu5442	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu5443	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5444	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	
Zotu5445	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5446	Fungi						
Zotu5447	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Hansfordia	Hansfordia pulvinata
Zotu5448	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5449	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae		
Zotu5450	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5451	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu5452	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	
Zotu5453	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	Fonsecazyma sp 
Zotu5454	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5455	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu5456	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu5457	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora biseriata
Zotu5458	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma samararum
Zotu5459	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma sp 
Zotu5460	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Phleum	Phleum pratense
Zotu5461	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus robiniae
Zotu5462	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5463	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
Zotu5464	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma populinum
Zotu5465	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu5467	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu5468	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Amphobotrys	Amphobotrys ricini
Zotu5469	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae		
Zotu5470	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus sp 
Zotu5471	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu5472	1.0000						
Zotu5473	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Zotu5474	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Catenulomyces	Catenulomyces convolutus
Zotu5475	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5477	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	
Zotu5478	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella taminensis
Zotu5479	1.0000						
Zotu5480	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5481	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu5482	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5483	Fungi	Basidiomycota	Agaricomycetes				
Zotu5484	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu5485	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
Zotu5486	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5487	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5488	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus odoratus
Zotu5489	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5490	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5491	Arthropoda	Insecta	Lepidoptera	Crambidae	Petrophila	Petrophila incerta	
Zotu5492	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu5493							
Zotu5494	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria californica
Zotu5495	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
Zotu5496	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5497	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae		
Zotu5498	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella leptospora
Zotu5499	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella sp 
Zotu5500							
Zotu5501	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu5502	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus sp 
Zotu5503	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Fitzroyomyces	Fitzroyomyces cyperacearum
Zotu5504	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
Zotu5505	Fungi	Basidiomycota	Tremellomycetes				
Zotu5506	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon radula
Zotu5507	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5508	1.0000						
Zotu5509	1.0000						
Zotu5510	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia gigantea
Zotu5511	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Byssocorticium	
Zotu5512	Fungi						
Zotu5513	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Peltaster	Peltaster sp 
Zotu5514	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
Zotu5515	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus	Lentinellus subaustralis
Zotu5516	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium sp 
Zotu5517	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	
Zotu5518	Fungi	Basidiomycota	Tremellomycetes				
Zotu5519	Fungi						
Zotu5520	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella leptospora
Zotu5521	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Perusta	
Zotu5522	Viridiplantae	Chlorophyta	Trebouxiophyceae	Oocystales	Oocystaceae	Chloroidium	Chloroidium sp 
Zotu5523	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu5524	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu5525	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu5526	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	
Zotu5527	Fungi	Ascomycota	Sordariomycetes				
Zotu5528	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu5529	Fungi	Ascomycota					
Zotu5530	Fungi	Ascomycota	Leotiomycetes				
Zotu5531	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora versiformis
Zotu5532	Fungi	Basidiomycota					
Zotu5533	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	Golovinomyces asterum
Zotu5534	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5535	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5536	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5537	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus luteus
Zotu5538	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5539	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma cynaroidis
Zotu5540	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
Zotu5541	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium seminicola
Zotu5542	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5543	Fungi	Ascomycota	Dothideomycetes				
Zotu5544	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	Eichleriella bactriana
Zotu5545	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena haematopus
Zotu5546	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu5547							
Zotu5548	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium	
Zotu5549	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5550	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Zotu5551	Fungi	Basidiomycota					
Zotu5552	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma setigerum
Zotu5553	Fungi						
Zotu5554	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Zotu5555	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu5556	Fungi						
Zotu5557	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
Zotu5558	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium miyabei
Zotu5559	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5560	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia angiospermarum
Zotu5561	Fungi	Basidiomycota	Microbotryomycetes				
Zotu5562	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
Zotu5563	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu5564	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu5565	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Dichostereum	Dichostereum pallescens
Zotu5566	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia changbaiensis
Zotu5567	Fungi	Basidiomycota	Agaricomycetes	Russulales	Gloeocystidiellaceae	Gloeocystidiellum	Gloeocystidiellum kenyense
Zotu5568	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5569	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	Ceriporia spissa
Zotu5570	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella heveanensis
Zotu5571	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis	
Zotu5572	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae		
Zotu5573	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia changbaiensis
Zotu5574	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5575	Fungi	Basidiomycota	Agaricomycetes	Corticiales			
Zotu5576	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Zotu5577	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	
Zotu5578	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
Zotu5579	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu5580	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu5581	1.0000						
Zotu5582	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Zotu5583	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus micaceus
Zotu5584	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	
Zotu5585							
Zotu5586	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae		
Zotu5587	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Mollisia	Mollisia sp 
Zotu5588	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
Zotu5589	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthales_fam_incertae_sedis	Leptosillia	Leptosillia muelleri
Zotu5590	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
Zotu5591	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
Zotu5592	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	
Zotu5593	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus aspenensis
Zotu5594	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5595	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu5596	Fungi						
Zotu5597	Fungi	Basidiomycota	Agaricomycetes				
Zotu5598	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu5599	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Peltaster	Peltaster sp 
Zotu5600	Fungi	Basidiomycota					
Zotu5601	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5602	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	
Zotu5603	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu5604	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
Zotu5605	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia nothofagi
Zotu5606	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Flammulina	
Zotu5607	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
Zotu5608	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta unguis-hominis
Zotu5609	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	
Zotu5610	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella sp 
Zotu5611	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Incertae_sedis	Tilletiopsis	Tilletiopsis washingtonensis
Zotu5612	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Zotu5613	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
Zotu5614	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu5615	Alveolata						
Zotu5616	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor nidicola
Zotu5617	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium woronichinii
Zotu5618	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
Zotu5619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Zotu5620	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	
Zotu5621	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena metata
Zotu5622	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5623	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Zotu5624	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae		
Zotu5625	Viridiplantae	Anthophyta	Eudicotyledonae	Fabales	Fabaceae	Lotus	
Zotu5626	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5627	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Acericola	Acericola italica
Zotu5628	1.0000						
Zotu5629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Pseudorobillarda	Pseudorobillarda phragmitis
Zotu5630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu5631							
Zotu5632	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia stellaris
Zotu5633	Fungi	Ascomycota					
Zotu5634	1.0000						
Zotu5635	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema macrosporum
Zotu5636	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Zotu5637	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
Zotu5638	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
Zotu5639	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago hordei
Zotu5640	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5641	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	
Zotu5642	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5643	Fungi	Basidiomycota	Tremellomycetes				
Zotu5644	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Scopuloides	
Zotu5645	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus sp 
Zotu5646	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Sistotrema	
Zotu5647	Fungi	Ascomycota					
Zotu5648	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae		
Zotu5649	Fungi						
Zotu5650	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5651	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
Zotu5652	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
Zotu5653	Fungi	Ascomycota					
Zotu5654	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
Zotu5655	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
Zotu5656	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	
Zotu5657	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
Zotu5658	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Sistotrema	Sistotrema raduloides
Zotu5659	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus grevillei
Zotu5660	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	
Zotu5661	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Gloiothele	Gloiothele sp 
Zotu5662	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
Zotu5663	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5664	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5665	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	
Zotu5666	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
Zotu5667	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia sebi
Zotu5668	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5669	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Panicum	
Zotu5670	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Zotu5671	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae		
Zotu5672	Fungi						
Zotu5673	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	
Zotu5674	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
Zotu5675	Fungi						
Zotu5676	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Zotu5677	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5678	Fungi						
Zotu5679	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia acanthocystis
Zotu5680	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
Zotu5681	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	
Zotu5682	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	
Zotu5683							
Zotu5684	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Zotu5685	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae		
Zotu5686	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago sp 
Zotu5687	Fungi	Ascomycota	Lecanoromycetes				
Zotu5688	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia intermedia
Zotu5689	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
Zotu5690	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae		
Zotu5691	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma	Fonsecazyma sp 
