OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
Zotu5819	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Exobasidiomycetes		Exobasidiomycetes	Exobasidiomycetes	Golubeviales			Golubeviales	Golubeviaceae			Golubeviaceae	Golubevia			Golubevia	Golubevia pallescens			Golubevia pallescens
Zotu5820	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes		Russulales		Russulales												
Zotu5821	Viridiplantae	Viridiplantae	1.0000	Viridiplantae	Chlorophyta	Chlorophyta		Chlorophyta																				
Zotu5822	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia	Dioszegia	Dioszegia	Dioszegia sp 			Dioszegia sp 
Zotu5823	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Chaetothyriales	Chaetothyriales		Chaetothyriales												
Zotu5824	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes		Agaricales		Agaricales												
Zotu5825	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae	Tricholomataceae	Tricholomataceae	Tricholomataceae	Megacollybia	Megacollybia		Megacollybia	Megacollybia rodmanii			Megacollybia rodmanii
Zotu5826	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota																				
Zotu5827	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporidiobolaceae	Sporobolomyces	Sporobolomyces		Sporobolomyces	Sporobolomyces japonicus			Sporobolomyces japonicus
Zotu5828	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Fomitopsidaceae	Fomitopsidaceae	Fomitopsidaceae	Fomitopsidaceae	Antrodia	Antrodia	Antrodia	Antrodia	Antrodia favescens			Antrodia favescens
Zotu5829	Metazoa	Fungi	Metazoa	Metazoa	Arthropoda			Arthropoda	Insecta			Insecta	Lepidoptera			Lepidoptera	Crambidae			Crambidae	Petrophila			Petrophila	Petrophila incerta			Petrophila incerta
Zotu5830	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia	Dioszegia	Dioszegia	Dioszegia buhagiarii			Dioszegia buhagiarii
Zotu5831	Fungi	Fungi	1.0000	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5832	Fungi	Fungi	1.0000	Fungi																								
Zotu5833	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales		Agaricales	Entolomataceae	Entolomataceae		Entolomataceae	Clitopilus	Clitopilus		Clitopilus	Clitopilus hobsonii			Clitopilus hobsonii
Zotu5834	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales			Polyporales												
Zotu5835	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Fomitopsidaceae		Fomitopsidaceae	Fomitopsidaceae	Dacryobolus		Dacryobolus	Dacryobolus	Dacryobolus sudans			Dacryobolus sudans
Zotu5836	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae			Diatrypaceae	Eutypella			Eutypella	Eutypella sp 			Eutypella sp 
Zotu5837		Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
Zotu5838			1.0000	1.0000																								
Zotu5839	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Caliciales	Caliciales	Caliciales	Caliciales	Physciaceae	Physciaceae	Physciaceae	Physciaceae	Physcia	Physcia	Physcia	Physcia				
Zotu5840	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Hannaella	Hannaella		Hannaella	Hannaella sp 			Hannaella sp 
Zotu5841	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Incertae_sedis	Incertae_sedis	Hymenochaetales_fam_incertae_sedis	Incertae_sedis	Peniophorella	Peniophorella	Peniophorella	Peniophorella	Peniophorella pallida			Peniophorella pallida
Zotu5842	Fungi	Fungi		Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales												
Zotu5843	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Meruliaceae	Meruliaceae	Meruliaceae	Meruliaceae	Merulius		Merulius	Merulius	Merulius tremellosus			Merulius tremellosus
Zotu5844	Fungi	Fungi	1.0000	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Paraphoma			Paraphoma				
Zotu5845	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
Zotu5846	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
Zotu5847																												
Zotu5848	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales												
Zotu5849	Fungi	Fungi	0.9900	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Classiculomycetes			Classiculomycetes	Classiculales			Classiculales	Classiculaceae			Classiculaceae								
Zotu5850	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Trichosphaeriales		Trichosphaeriales		Trichosphaeriaceae		Trichosphaeriaceae		Nigrospora		Nigrospora				
Zotu5851	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Auriscalpiaceae	Auriscalpiaceae	Auriscalpiaceae	Auriscalpiaceae	Artomyces	Artomyces	Artomyces	Artomyces	Artomyces pyxidatus			Artomyces pyxidatus
Zotu5852	Fungi	Fungi		Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Filobasidiales	Filobasidiales		Filobasidiales		Filobasidiaceae		Filobasidiaceae		Filobasidium		Filobasidium				
Zotu5853																												
Zotu5854	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota																				
Zotu5855	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Incertae_sedis		Dothideomycetes_ord_incertae_sedis	Incertae_sedis	Incertae_sedis		Dothideomycetes_fam_incertae_sedis	Incertae_sedis	Peltaster			Peltaster	Peltaster sp 			Peltaster sp 
Zotu5856	Alveolata		0.9900	Alveolata	Ciliophora			Ciliophora																				
Zotu5857	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Botryosphaeriales	Botryosphaeriales	Botryosphaeriales	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae	Botryosphaeriaceae	Botryosphaeriaceae	Diplodia	Diplodia	Diplodia	Diplodia				
Zotu5858	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Tubeufiales		Tubeufiales		Tubeufiaceae		Tubeufiaceae								
Zotu5859	Fungi	Fungi	1.0000	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Russulales	Russulales		Russulales	Peniophoraceae	Peniophoraceae		Peniophoraceae	Peniophora	Peniophora		Peniophora	Peniophora cinerea			Peniophora cinerea
Zotu5860	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Incertae_sedis			Incertae_sedis	Incertae_sedis			Incertae_sedis	Rhamphoria			Rhamphoria	Rhamphoria pyriformis			Rhamphoria pyriformis
Zotu5861	Fungi	Fungi	Fungi	Fungi	Blastocladiomycota		Blastocladiomycota	Blastocladiomycota	Blastocladiomycetes		Blastocladiomycetes	Blastocladiomycetes	Blastocladiales		Blastocladiales	Blastocladiales	Physodermataceae		Physodermataceae	Physodermataceae	Physoderma		Physoderma	Physoderma	Physoderma maydis			Physoderma maydis
Zotu5862	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Graphostromataceae		Graphostromataceae	Graphostromataceae	Graphostroma		Graphostroma	Graphostroma	Graphostroma platystoma			Graphostroma platystoma
Zotu5863	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales												
Zotu5864	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Eudicotyledonae	Eudicotyledonae	Eudicotyledonae	Eudicotyledonae	Brassicales	Brassicales	Brassicales	Brassicales	Brassicaceae	Brassicaceae	Brassicaceae	Brassicaceae	Cardamine	Cardamine	Armoracia	Cardamine				
Zotu5865	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae		Mycosphaerellaceae	Phaeothecoidiella			Phaeothecoidiella	Phaeothecoidiella illinoisensis			Phaeothecoidiella illinoisensis
Zotu5866	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Amylocorticiales		Amylocorticiales	Amylocorticiales	Amylocorticiaceae		Amylocorticiaceae	Amylocorticiaceae	Amyloxenasma		Amyloxenasma	Amyloxenasma	Amyloxenasma allantosporum			Amyloxenasma allantosporum
Zotu5867	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae								
Zotu5868	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiales	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidiaceae	Filobasidium	Filobasidium	Filobasidium	Filobasidium	Filobasidium wieringae			Filobasidium wieringae
Zotu5869	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Dothideales	Dothideales		Dothideales	Aureobasidiaceae	Aureobasidiaceae		Aureobasidiaceae	Aureobasidium	Aureobasidium		Aureobasidium	Aureobasidium pullulans			Aureobasidium pullulans
Zotu5870	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5871	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales			Hypocreales												
Zotu5872	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes		Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales		Erythrobasidiales												
Zotu5873	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5874	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu5875	Alveolata		1.0000	Alveolata	Ciliophora			Ciliophora																				
Zotu5876	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Barbatosphaeria	Barbatosphaeria		Barbatosphaeria	Barbatosphaeria dryina			Barbatosphaeria dryina
Zotu5877	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Lecanoromycetes	Lecanorales	Lecanorales	Lecanorales	Lecanorales	Ramalinaceae		Ramalinaceae	Ramalinaceae	Lecania		Lecania	Lecania	Lecania croatica			Lecania croatica
Zotu5878		Fungi		Fungi		Ascomycota		Ascomycota																				
Zotu5879	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Meruliaceae	Meruliaceae	Meruliaceae	Meruliaceae	Merulius		Merulius	Merulius	Merulius tremellosus			Merulius tremellosus
Zotu5880	Metazoa	Fungi	Metazoa	Metazoa	Arthropoda			Arthropoda	Insecta			Insecta	Lepidoptera			Lepidoptera	Crambidae			Crambidae	Petrophila			Petrophila	Petrophila incerta			Petrophila incerta
Zotu5881	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Podoscyphaceae	Podoscyphaceae	Podoscyphaceae	Podoscyphaceae	Hypochnicium	Hypochnicium	Hypochnicium	Hypochnicium	Hypochnicium cremicolor			Hypochnicium cremicolor
Zotu5882	Fungi	Fungi	0.9100	Fungi																								
Zotu5883	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia				
Zotu5884	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Trichosporonales	Trichosporonales	Trichosporonales	Trichosporonales	Trichosporonaceae	Trichosporonaceae	Trichosporonaceae	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon	Cutaneotrichosporon	Cutaneotrichosporon	Cutaneotrichosporon dermatis			Cutaneotrichosporon dermatis
Zotu5885	Fungi	Fungi	Fungi	Fungi			Basidiomycota	Basidiomycota			Ustilaginomycetes	Ustilaginomycetes			Urocystidales	Urocystidales			Glomosporiaceae	Glomosporiaceae			Thecaphora	Thecaphora				
Zotu5886	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5887	Viridiplantae		Viridiplantae	Viridiplantae	Chlorophyta		Chlorophyta	Chlorophyta	Trebouxiophyceae		Trebouxiophyceae	Trebouxiophyceae	Prasiolales		Prasiolales	Prasiolales	Prasiolaceae			Prasiolaceae	Diplosphaera			Diplosphaera	Diplosphaera chodatii			Diplosphaera chodatii
Zotu5888	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales												
Zotu5889	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Lophiostomataceae			Lophiostomataceae	Lophiostoma			Lophiostoma	Lophiostoma cynaroidis			Lophiostoma cynaroidis
Zotu5890	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu5891	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Didymellaceae	Didymellaceae	Didymellaceae	Didymellaceae	Neoascochyta	Neoascochyta	Neoascochyta	Neoascochyta	Neoascochyta exitialis			Neoascochyta exitialis
Zotu5892	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia				
Zotu5893	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae		Mycosphaerellaceae								
Zotu5894	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleraceae		Bulleraceae	Bulleraceae	Genolevuria			Genolevuria				
Zotu5895	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Lophiostomataceae	Lophiostomataceae		Lophiostomataceae	Sigarispora			Sigarispora				
Zotu5896	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes																
Zotu5897	Fungi	Fungi	0.9800	Fungi		Ascomycota		Ascomycota																				
Zotu5898	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales	Metschnikowiaceae	Metschnikowiaceae	Metschnikowiaceae	Metschnikowiaceae	Metschnikowia	Metschnikowia	Metschnikowia	Metschnikowia				
Zotu5899																												
Zotu5900	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Schizothyriaceae	Schizothyriaceae	Schizothyriaceae	Schizothyriaceae	Zygophiala	Zygophiala	Zygophiala	Zygophiala	Zygophiala cryptogama			Zygophiala cryptogama
Zotu5901	Fungi	Fungi	1.0000	Fungi		Basidiomycota		Basidiomycota		Tremellomycetes		Tremellomycetes		Filobasidiales		Filobasidiales		Filobasidiaceae		Filobasidiaceae		Filobasidium		Filobasidium				
Zotu5902	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
Zotu5903	Fungi	Fungi	0.9300	Fungi																								
Zotu5904	Fungi	Fungi	Fungi	Fungi	Ascomycota		Ascomycota	Ascomycota			Orbiliomycetes	Orbiliomycetes																
Zotu5905	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Diaporthales	Diaporthales	Diaporthales	Diaporthales	Valsaceae	Valsaceae		Valsaceae								
Zotu5906	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu5907	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae	Tricholomataceae	Tricholomataceae	Tricholomataceae	Mycena		Mycena	Mycena				
Zotu5908	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales			Polyporales												
Zotu5909	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae		Sporidiobolaceae	Sporobolomyces	Sporobolomyces		Sporobolomyces				
Zotu5910	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Cucurbitariaceae			Cucurbitariaceae	Pyrenochaetopsis			Pyrenochaetopsis	Pyrenochaetopsis leptospora			Pyrenochaetopsis leptospora
Zotu5911	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae		Bulleribasidiaceae	Hannaella	Hannaella		Hannaella	Hannaella phetchabunensis			Hannaella phetchabunensis
Zotu5912	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Clavicipitaceae	Claviceps	Claviceps	Claviceps	Claviceps				
Zotu5913			1.0000	1.0000																								
Zotu5914	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu5915	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes	Sordariomycetes	Sordariomycetes		Hypocreales	Hypocreales	Hypocreales												
Zotu5916	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes																
Zotu5917	Fungi	Fungi		Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Cantharellales	Cantharellales		Cantharellales	Incertae_sedis			Incertae_sedis	Sistotrema			Sistotrema				
Zotu5918	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleraceae		Bulleraceae	Bulleraceae	Bullera		Bullera	Bullera	Bullera unica			Bullera unica
Zotu5919	Protista			Protista																								
Zotu5920	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales			Bulleraceae	Bulleraceae								
Zotu5921	Fungi	Fungi		Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricostilbomycetes	Agaricostilbomycetes		Agaricostilbomycetes		Agaricostilbales		Agaricostilbales		Chionosphaeraceae		Chionosphaeraceae								
