OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
Zotu15317	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Stagonosporopsis	Stagonosporopsis		Stagonosporopsis				
Zotu15318	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales		Agaricales		Tricholomataceae		Tricholomataceae								
Zotu15319	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Neoascochyta	Neoascochyta		Neoascochyta	Neoascochyta argentina			Neoascochyta argentina
Zotu15320	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu15321																												
Zotu15322	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Lecanoromycetes		Lecanoromycetes	Lecanoromycetes	Ostropales		Ostropales	Ostropales	Stictidaceae		Stictidaceae	Stictidaceae	Absconditella		Absconditella	Absconditella	Absconditella rubra			Absconditella rubra
Zotu15323		Viridiplantae		Viridiplantae		Anthophyta		Anthophyta		Monocotyledonae		Monocotyledonae		Poales		Poales		Poaceae		Poaceae								
Zotu15324	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu15325	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Dioszegia	Dioszegia		Dioszegia				
Zotu15326	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Cladosporiaceae			Cladosporiaceae	Cladosporium			Cladosporium				
Zotu15327	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales			Metschnikowiaceae	Metschnikowiaceae								
Zotu15328	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Tricholomataceae			Tricholomataceae	Mycena			Mycena				
Zotu15329	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes		Russulales		Russulales		Bondarzewiaceae		Bondarzewiaceae		Bondarzewia		Bondarzewia				
Zotu15330	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales	Hymenochaetales	Hymenochaetales	Schizoporaceae		Schizoporaceae	Schizoporaceae	Xylodon			Xylodon	Xylodon radula			Xylodon radula
Zotu15331	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Glomerellales	Glomerellales	Glomerellales	Glomerellales	Glomerellaceae	Glomerellaceae	Glomerellaceae	Glomerellaceae	Colletotrichum	Colletotrichum	Colletotrichum	Colletotrichum	Colletotrichum cliviae			Colletotrichum cliviae
Zotu15332																												
Zotu15334			1.0000	1.0000																								
Zotu15335	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Meruliaceae	Meruliaceae	Meruliaceae	Meruliaceae	Phlebia		Phlebia	Phlebia	Phlebia acanthocystis			Phlebia acanthocystis
Zotu15336	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15337	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes	Sordariomycetes	Sordariomycetes		Hypocreales	Hypocreales	Hypocreales												
Zotu15338	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Meruliaceae		Meruliaceae	Meruliaceae	Climacodon		Climacodon	Climacodon	Climacodon septentrionalis			Climacodon septentrionalis
Zotu15339	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	Chaetothyriales	Herpotrichiellaceae		Herpotrichiellaceae	Herpotrichiellaceae	Phialophora		Phialophora	Phialophora	Phialophora livistonae			Phialophora livistonae
Zotu15340	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales		Mycosphaerellaceae		Mycosphaerellaceae								
Zotu15341	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Eudicotyledonae	Eudicotyledonae	Eudicotyledonae	Eudicotyledonae	Cucurbitales	Cucurbitales	Cucurbitales	Cucurbitales	Cucurbitaceae	Cucurbitaceae	Cucurbitaceae	Cucurbitaceae	Cucurbita		Cucurbita	Cucurbita	Cucurbita pepo			Cucurbita pepo
Zotu15342	Fungi	Fungi		Fungi		Ascomycota		Ascomycota		Saccharomycetes		Saccharomycetes		Saccharomycetales		Saccharomycetales		Saccharomycetaceae		Saccharomycetaceae								
Zotu15343	Fungi	Fungi		Fungi																								
Zotu15344	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Saccharomycetes		Saccharomycetes		Saccharomycetales		Saccharomycetales		Saccharomycetaceae		Saccharomycetaceae								
Zotu15345	Fungi	Fungi		Fungi		Ascomycota		Ascomycota		Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales												
Zotu15346		Fungi	Fungi	Fungi																								
Zotu15347	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae			Panicum	Panicum				
Zotu15348	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Lachnocladiaceae	Lachnocladiaceae	Lachnocladiaceae	Lachnocladiaceae	Dichostereum	Dichostereum	Dichostereum	Dichostereum	Dichostereum sp 			Dichostereum sp 
Zotu15349																												
Zotu15350	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Neodevriesiaceae		Neodevriesiaceae	Neodevriesiaceae	Neodevriesia		Neodevriesia	Neodevriesia	Neodevriesia poagena			Neodevriesia poagena
Zotu15351			Fungi	Fungi																								
Zotu15352	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Trechisporales	Trechisporales	Trechisporales	Trechisporales	Hydnodontaceae	Hydnodontaceae		Hydnodontaceae	Trechispora	Trechispora		Trechispora	Trechispora stevensonii			Trechispora stevensonii
Zotu15353	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15354	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Saccharomycetes		Saccharomycetes		Saccharomycetales		Saccharomycetales		Saccharomycetaceae		Saccharomycetaceae								
Zotu15355			Fungi	Fungi																								
Zotu15356	Fungi	Fungi	0.9100	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales		Pleosporaceae		Pleosporaceae		Alternaria		Alternaria				
Zotu15357			0.8200	0.8200																								
Zotu15358	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
Zotu15359			1.0000	1.0000																								
Zotu15360	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma		Vishniacozyma	Vishniacozyma globispora			Vishniacozyma globispora
Zotu15361	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae								
Zotu15362	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
Zotu15363	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15364	Fungi	Fungi	0.8600	Fungi		Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Pleosporales		Pleosporales												
Zotu15365	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes																
Zotu15366	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Spiculogloeomycetes		Spiculogloeomycetes	Spiculogloeomycetes	Spiculogloeales		Spiculogloeales	Spiculogloeales	Spiculogloeaceae		Spiculogloeaceae	Spiculogloeaceae	Phyllozyma		Phyllozyma	Phyllozyma	Phyllozyma linderae			Phyllozyma linderae
Zotu15367	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae		Didymella		Didymella				
Zotu15368	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
Zotu15369	Fungi	Fungi	1.0000	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae	Neoascochyta			Neoascochyta	Neoascochyta argentina			Neoascochyta argentina
Zotu15370	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15371	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae								
Zotu15372	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae	Nectriaceae		Nectriaceae								
Zotu15373		Fungi	0.9200	Fungi																								
Zotu15374	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales			Coniothyriaceae	Coniothyriaceae								
Zotu15375	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Irpicaceae		Irpicaceae	Irpicaceae								
Zotu15376	Fungi	Fungi		Fungi																								
Zotu15377																												
Zotu15378	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Lyophyllaceae		Lyophyllaceae	Lyophyllaceae	Hypsizygus		Hypsizygus	Hypsizygus	Hypsizygus marmoreus			Hypsizygus marmoreus
Zotu15379	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Psathyrellaceae	Coprinellus	Coprinellus	Coprinellus	Coprinellus	Coprinellus disseminatus			Coprinellus disseminatus
Zotu15380	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu15381	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Leptosphaeriaceae	Leptosphaeriaceae		Leptosphaeriaceae								
Zotu15382	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae	Poaceae	Poaceae	Panicum		Panicum	Panicum				
Zotu15383	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15384	Fungi	Fungi		Fungi																								
Zotu15385	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales		Psathyrellaceae	Psathyrellaceae	Psathyrellaceae		Coprinellus		Coprinellus				
Zotu15386	Fungi	Fungi	Fungi	Fungi	Mucoromycota	Mucoromycota	Mucoromycota	Mucoromycota	Mucoromycetes	Mucoromycetes	Mucoromycetes	Mucoromycetes	Mucorales	Mucorales	Mucorales	Mucorales	Mucoraceae	Mucoraceae	Mucoraceae	Mucoraceae	Mucor	Mucor	Mucor	Mucor				
Zotu15387																												
Zotu15389	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae		Mycosphaerellaceae	Cercospora	Cercospora		Cercospora				
Zotu15390	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales			Tremellales	Tremellaceae			Tremellaceae	Cryptococcus			Cryptococcus				
Zotu15391	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Nectriaceae	Nectriaceae	Nectriaceae	Nectriaceae	Fusarium	Fusarium	Fusarium	Fusarium				
Zotu15393																												
Zotu15394	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15395	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15396	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15397	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15398	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales												
Zotu15399	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Orbiliomycetes	Orbiliomycetes	Orbiliomycetes	Orbiliomycetes	Orbiliales	Orbiliales	Orbiliales	Orbiliales	Orbiliaceae	Orbiliaceae	Orbiliaceae	Orbiliaceae	Orbilia	Orbilia		Orbilia	Orbilia sp 			Orbilia sp 
Zotu15400	Fungi	Fungi	Fungi	Fungi	Basidiomycota			Basidiomycota	Agaricomycetes			Agaricomycetes	Auriculariales			Auriculariales												
Zotu15401	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
Zotu15402	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Ganodermataceae	Ganodermataceae	Ganodermataceae	Ganodermataceae	Ganoderma	Ganoderma		Ganoderma				
Zotu15403	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae	Mycosphaerellaceae	Ramularia	Ramularia		Ramularia				
Zotu15404	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15405	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Lentitheciaceae	Lentitheciaceae	Lentitheciaceae	Lentitheciaceae	Keissleriella	Keissleriella		Keissleriella	Keissleriella taminensis			Keissleriella taminensis
Zotu15406	Viridiplantae	Viridiplantae	Viridiplantae	Viridiplantae	Anthophyta	Anthophyta	Anthophyta	Anthophyta	Monocotyledonae	Monocotyledonae	Monocotyledonae	Monocotyledonae	Poales	Poales	Poales	Poales	Poaceae	Poaceae		Poaceae								
Zotu15407	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma		Vishniacozyma	Vishniacozyma globispora			Vishniacozyma globispora
Zotu15408	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae	Bulleribasidiaceae		Hannaella		Hannaella				
Zotu15409	Fungi	Fungi	1.0000	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes		Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales		Erythrobasidiales	Incertae_sedis	Incertae_sedis		Incertae_sedis	Sakaguchia	Sakaguchia		Sakaguchia				
Zotu15410	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Bulleraceae		Bulleraceae	Bulleraceae	Genolevuria		Genolevuria	Genolevuria	Genolevuria amylolytica			Genolevuria amylolytica
Zotu15411	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae	Diatrypaceae	Diatrypaceae	Diatrypaceae								
Zotu15412	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	Pleosporales	Phaeosphaeriaceae			Phaeosphaeriaceae	Leptospora			Leptospora				
Zotu15413	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
Zotu15414	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae	Diatrypaceae		Diatrypaceae								
Zotu15415	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota																				
Zotu15416	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Cladosporiaceae			Cladosporiaceae	Cladosporium			Cladosporium				
Zotu15417	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Russulales	Russulales	Russulales	Russulales	Stereaceae	Stereaceae	Stereaceae	Stereaceae	Stereum		Stereum	Stereum				
Zotu15418	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes		Polyporales	Polyporales	Polyporales												
Zotu15419	Fungi	Fungi		Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Alternaria	Alternaria		Alternaria				
Zotu15420	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales	Xylariales	Xylariales	Diatrypaceae	Diatrypaceae		Diatrypaceae								
Zotu15421	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Polyporaceae		Polyporaceae	Polyporaceae	Polyporus		Polyporus	Polyporus	Polyporus varius			Polyporus varius
Zotu15422	Fungi	Fungi	1.0000	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Hymenochaetales			Hymenochaetales	Schizoporaceae			Schizoporaceae	Lyomyces			Lyomyces	Lyomyces sp 			Lyomyces sp 
Zotu15423	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Polyporales	Polyporales	Polyporales	Polyporales	Phanerochaetaceae	Phanerochaetaceae	Phanerochaetaceae	Phanerochaetaceae	Bjerkandera		Bjerkandera	Bjerkandera	Bjerkandera adusta			Bjerkandera adusta
Zotu15424	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Cantharellales	Cantharellales	Cantharellales	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae		Ceratobasidiaceae								
Zotu15425	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
Zotu15426	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales	Agaricales	Agaricales	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotaceae	Crepidotus	Crepidotus		Crepidotus				
