"","s1_s2","sample2","sample1","jaccard","nestedness","turnover","s1_sample_type","s1_collect_date","s1_sub_proj","s1_plant_type","s1_gh_block","s1_rain_trt","s1_UTM_lat","s1_UTM_long","s2_sample_type","s2_collect_date","s2_sub_proj","s2_plant_type","s2_gh_block","s2_rain_trt","s2_UTM_lat","s2_UTM_long","s1_s2_plant_type","s1_s2_collect_date","s1_collect_date_plant_type","s2_collect_date_plant_type","shared","not.shared","similarity","s1_s2_rain_trt","s1_s2_gh_block"
"2056","Leaf25.Leaf49","Leaf49","Leaf25",0.814814814814815,0.314814814814815,0.5,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Seedling","B3","Field_rain",638809.092,4700697.086,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",20,78,0.185185185185185,"Field_rain.Field_rain","B1.B3"
"2057","Leaf25.Leaf52","Leaf52","Leaf25",0.899082568807339,0.123572364725707,0.775510204081633,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","8/14/2018","Marshall","Petri","B4","Live_Rain",638811.969,4700754.249,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",11,79,0.100917431192661,"Field_rain.Live_Rain","B1.B4"
"2058","Leaf25.Leaf53","Leaf53","Leaf25",0.820224719101124,0.183861082737487,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/18/2018","Marshall","Petri","Nano","Nano",NA,NA,"Seedling.Petri","9/5/2018.9/18/2018","9/5/2018.Seedling","9/18/2018.Petri",16,59,0.179775280898876,"Field_rain.Nano","B1.Nano"
"2059","Leaf25.Leaf54","Leaf54","Leaf25",0.836065573770492,0.0360655737704918,0.8,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","8/14/2018","Marshall","Petri","B2","Live_Rain",638976.568,4700616.674,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",10,31,0.163934426229508,"Field_rain.Live_Rain","B1.B2"
"2060","Leaf25.Leaf55","Leaf55","Leaf25",0.883116883116883,0.0595874713521772,0.823529411764706,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Adult","B1","Field_rain",639046.075,4700603.84,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",9,47,0.116883116883117,"Field_rain.Field_rain","B1.B1"
"2061","Leaf25.Leaf56","Leaf56","Leaf25",0.815789473684211,0.120137299771167,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","7/16/2018","Marshall","Adult","B2","Field_rain",638976.568,4700616.674,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",14,46,0.184210526315789,"Field_rain.Field_rain","B1.B2"
"2062","Leaf25.Leaf57","Leaf57","Leaf25",0.819444444444444,0.0960401891252955,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","8/14/2018","Marshall","Petri","B2","Sterile_rain",638976.568,4700616.674,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",13,42,0.180555555555556,"Field_rain.Sterile_rain","B1.B2"
"2063","Leaf25.Leaf59","Leaf59","Leaf25",0.859504132231405,0.254852969440707,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Seedling","B4","Field_rain",638811.969,4700754.249,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",17,91,0.140495867768595,"Field_rain.Field_rain","B1.B4"
"2064","Leaf25.Leaf60","Leaf60","Leaf25",0.88695652173913,0.163552266419982,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Adult","B2","Field_rain",638976.568,4700616.674,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",13,85,0.11304347826087,"Field_rain.Field_rain","B1.B2"
"2065","Leaf25.Leaf61","Leaf61","Leaf25",0.868421052631579,0.068421052631579,0.8,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","7/16/2018","Marshall","Adult","B1","Field_rain",639046.075,4700603.84,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",10,46,0.131578947368421,"Field_rain.Field_rain","B1.B1"
"2066","Leaf25.Leaf65","Leaf65","Leaf25",0.831858407079646,0.295273041225987,0.536585365853659,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",19,83,0.168141592920354,"Field_rain.Field_rain","B1.B1"
"2067","Leaf25.Leaf66","Leaf66","Leaf25",0.851851851851852,0.0056980056980057,0.846153846153846,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","8/14/2018","Marshall","Petri","B1","Sterile_rain",639046.075,4700603.84,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",8,24,0.148148148148148,"Field_rain.Sterile_rain","B1.B1"
"2068","Leaf25.Leaf67","Leaf67","Leaf25",0.884615384615385,0.134615384615385,0.75,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",12,74,0.115384615384615,"Field_rain.Field_rain","B1.B4"
"2069","Leaf25.Leaf68","Leaf68","Leaf25",0.880952380952381,0.214285714285714,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",15,96,0.119047619047619,"Field_rain.Field_rain","B1.B2"
"2070","Leaf25.Leaf69","Leaf69","Leaf25",0.88,0.0564705882352941,0.823529411764706,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",9,45,0.12,"Field_rain.Nano","B1.Nano"
"2071","Leaf25.Leaf70","Leaf70","Leaf25",0.848214285714286,0.243563122923588,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",17,82,0.151785714285714,"Field_rain.Field_rain","B1.B4"
"2072","Leaf25.Leaf71","Leaf71","Leaf25",0.88,0.213333333333333,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","7/10/2018","Marshall","Seed","Control","No_rain",NA,NA,"Seedling.Seed","9/5/2018.7/10/2018","9/5/2018.Seedling","7/10/2018.Seed",15,95,0.12,"Field_rain.No_rain","B1.Control"
"2073","Leaf25.Leaf73","Leaf73","Leaf25",0.838383838383838,0.202020202020202,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/5/2018","Marshall","Adult","B3","Field_rain",638809.092,4700697.086,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",16,69,0.161616161616162,"Field_rain.Field_rain","B1.B3"
"2074","Leaf25.Leaf75","Leaf75","Leaf25",0.827586206896552,0.327586206896552,0.5,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Leaf","9/18/2018","Marshall","Petri","Nano","Nano",NA,NA,"Seedling.Petri","9/5/2018.9/18/2018","9/5/2018.Seedling","9/18/2018.Petri",20,86,0.172413793103448,"Field_rain.Nano","B1.Nano"
"2075","Leaf25.RX001Marsh1","RX001Marsh1","Leaf25",0.950381679389313,0.226977424070164,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/21/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.7/21/2018","9/5/2018.Seedling","7/21/2018.Rain",13,232,0.0496183206106871,"Field_rain.Rain","B1.B3"
"2076","Leaf25.RX005Marsh5","RX005Marsh5","Leaf25",0.897590361445783,0.292939198655085,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/31/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.7/31/2018","9/5/2018.Seedling","7/31/2018.Rain",17,136,0.102409638554217,"Field_rain.Rain","B1.B4"
"2077","Leaf25.RX006Marsh6","RX006Marsh6","Leaf25",0.938775510204082,0.272108843537415,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/21/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.7/21/2018","9/5/2018.Seedling","7/21/2018.Rain",15,215,0.0612244897959183,"Field_rain.Rain","B1.B2"
"2078","Leaf25.RX009Marsh9","RX009Marsh9","Leaf25",0.925233644859813,0.288870008496177,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/3/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/3/2018","9/5/2018.Seedling","8/3/2018.Rain",16,184,0.0747663551401869,"Field_rain.Rain","B1.B3"
"2079","Leaf25.RX013Marsh13","RX013Marsh13","Leaf25",0.919148936170213,0.382563570316554,0.536585365853659,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/22/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.7/22/2018","9/5/2018.Seedling","7/22/2018.Rain",19,205,0.0808510638297872,"Field_rain.Rain","B1.B2"
"2080","Leaf25.RX016Marsh16","RX016Marsh16","Leaf25",0.919191919191919,0.282828282828283,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/3/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/3/2018","9/5/2018.Seedling","8/3/2018.Rain",16,168,0.0808080808080808,"Field_rain.Rain","B1.B2"
"2081","Leaf25.RX017Marsh17","RX017Marsh17","Leaf25",0.904191616766467,0.267827980402831,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/20/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.7/20/2018","9/5/2018.Seedling","7/20/2018.Rain",16,137,0.0958083832335329,"Field_rain.Rain","B1.B3"
"2082","Leaf25.RX021Marsh21","RX021Marsh21","Leaf25",0.941422594142259,0.245770420229216,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/21/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.7/21/2018","9/5/2018.Seedling","7/21/2018.Rain",14,209,0.0585774058577406,"Field_rain.Rain","B1.B4"
"2083","Leaf25.RX022Marsh22","RX022Marsh22","Leaf25",0.909090909090909,0.213438735177866,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/3/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.8/3/2018","9/5/2018.Seedling","8/3/2018.Rain",14,124,0.0909090909090909,"Field_rain.Rain","B1.B1"
"2084","Leaf25.RX024Marsh24","RX024Marsh24","Leaf25",0.936170212765957,0.269503546099291,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.7/22/2018","9/5/2018.Seedling","7/22/2018.Rain",15,205,0.0638297872340425,"Field_rain.Rain","B1.B3"
"2085","Leaf25.RX025Marsh25","RX025Marsh25","Leaf25",0.915,0.310348837209302,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/31/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.7/31/2018","9/5/2018.Seedling","7/31/2018.Rain",17,170,0.085,"Field_rain.Rain","B1.B2"
"2086","Leaf25.RX036Marsh36","RX036Marsh36","Leaf25",0.951965065502183,0.176454861420551,0.775510204081633,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.7/22/2018","9/5/2018.Seedling","7/22/2018.Rain",11,199,0.0480349344978166,"Field_rain.Rain","B1.B4"
"2087","Leaf25.RX046Marsh46","RX046Marsh46","Leaf25",0.917647058823529,0.221994884910486,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/3/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/3/2018","9/5/2018.Seedling","8/3/2018.Rain",14,140,0.0823529411764706,"Field_rain.Rain","B1.B4"
"2088","Leaf25.RX051Marsh51","RX051Marsh51","Leaf25",0.92090395480226,0.225251780889216,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/31/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.7/31/2018","9/5/2018.Seedling","7/31/2018.Rain",14,147,0.0790960451977402,"Field_rain.Rain","B1.B3"
"2089","Leaf25.RX056Marsh56","RX056Marsh56","Leaf25",0.913385826771654,0.137875622690021,0.775510204081633,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/20/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.7/20/2018","9/5/2018.Seedling","7/20/2018.Rain",11,97,0.0866141732283464,"Field_rain.Rain","B1.B1"
"2090","Leaf25.RX058Marsh58","RX058Marsh58","Leaf25",0.94488188976378,0.0769573614618927,0.867924528301887,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/20/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.7/20/2018","9/5/2018.Seedling","7/20/2018.Rain",7,97,0.0551181102362205,"Field_rain.Rain","B1.B2"
"2091","Leaf25.RX064Marsh64","RX064Marsh64","Leaf25",0.911764705882353,0.161764705882353,0.75,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","7/20/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.7/20/2018","9/5/2018.Seedling","7/20/2018.Rain",12,106,0.0882352941176471,"Field_rain.Rain","B1.B4"
"2092","Leaf25.RX067Marsh67","RX067Marsh67","Leaf25",0.910994764397906,0.306343601607208,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/28/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/28/2018","9/5/2018.Seedling","8/28/2018.Rain",17,161,0.0890052356020943,"Field_rain.Rain","B1.B4"
"2093","Leaf25.RX068Marsh68","RX068Marsh68","Leaf25",0.916666666666667,0.312015503875969,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","9/2/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.9/2/2018","9/5/2018.Seedling","9/2/2018.Rain",17,174,0.0833333333333334,"Field_rain.Rain","B1.B2"
"2094","Leaf25.RX069Marsh69","RX069Marsh69","Leaf25",0.918103448275862,0.381518082422204,0.536585365853659,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/6/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/6/2018","9/5/2018.Seedling","8/6/2018.Rain",19,202,0.0818965517241379,"Field_rain.Rain","B1.B2"
"2095","Leaf25.RX070Marsh70","RX070Marsh70","Leaf25",0.924778761061947,0.320127598271249,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","9/4/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.9/4/2018","9/5/2018.Seedling","9/4/2018.Rain",17,196,0.0752212389380531,"Field_rain.Rain","B1.B1"
"2096","Leaf25.RX071Marsh71","RX071Marsh71","Leaf25",0.929515418502203,0.293151782138566,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/22/2018","9/5/2018.Seedling","8/22/2018.Rain",16,197,0.0704845814977973,"Field_rain.Rain","B1.B3"
"2097","Leaf25.RX072Marsh72","RX072Marsh72","Leaf25",0.935779816513762,0.240127642600718,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/25/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/25/2018","9/5/2018.Seedling","8/25/2018.Rain",14,188,0.0642201834862385,"Field_rain.Rain","B1.B3"
"2098","Leaf25.RX073Marsh73","RX073Marsh73","Leaf25",0.930555555555556,0.263888888888889,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/8/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.8/8/2018","9/5/2018.Seedling","8/8/2018.Rain",15,186,0.0694444444444444,"Field_rain.Rain","B1.B1"
"2099","Leaf25.RX074Marsh74","RX074Marsh74","Leaf25",0.96,0.0920754716981132,0.867924528301887,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/29/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/29/2018","9/5/2018.Seedling","8/29/2018.Rain",7,145,0.04,"Field_rain.Rain","B1.B4"
"2100","Leaf25.RX075Marsh75","RX075Marsh75","Leaf25",0.925,0.258333333333333,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/21/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/21/2018","9/5/2018.Seedling","8/21/2018.Rain",15,170,0.075,"Field_rain.Rain","B1.B3"
"2101","Leaf25.RX076Marsh76","RX076Marsh76","Leaf25",0.948275862068966,0.198275862068966,0.75,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/8/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/8/2018","9/5/2018.Seedling","8/8/2018.Rain",12,202,0.0517241379310345,"Field_rain.Rain","B1.B3"
"2102","Leaf25.RX077Marsh77","RX077Marsh77","Leaf25",0.906735751295337,0.335307179866765,0.571428571428571,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/22/2018","9/5/2018.Seedling","8/22/2018.Rain",18,163,0.0932642487046632,"Field_rain.Rain","B1.B4"
"2103","Leaf25.RX078Marsh78","RX078Marsh78","Leaf25",0.924731182795699,0.229079008882655,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/29/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/29/2018","9/5/2018.Seedling","8/29/2018.Rain",14,156,0.0752688172043011,"Field_rain.Rain","B1.B2"
"2104","Leaf25.RX079Marsh79","RX079Marsh79","Leaf25",0.925490196078431,0.388904830224773,0.536585365853659,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","9/2/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.9/2/2018","9/5/2018.Seedling","9/2/2018.Rain",19,225,0.0745098039215686,"Field_rain.Rain","B1.B1"
"2105","Leaf25.RX080Marsh80","RX080Marsh80","Leaf25",0.928870292887029,0.324219130096332,0.604651162790698,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/21/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/21/2018","9/5/2018.Seedling","8/21/2018.Rain",17,209,0.0711297071129707,"Field_rain.Rain","B1.B4"
"2106","Leaf25.RX081Marsh81","RX081Marsh81","Leaf25",0.935185185185185,0.239533011272142,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/18/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/18/2018","9/5/2018.Seedling","8/18/2018.Rain",14,186,0.0648148148148148,"Field_rain.Rain","B1.B2"
"2107","Leaf25.RX083Marsh83","RX083Marsh83","Leaf25",0.949019607843137,0.225615352523988,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/28/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/28/2018","9/5/2018.Seedling","8/28/2018.Rain",13,225,0.0509803921568628,"Field_rain.Rain","B1.B3"
"2108","Leaf25.RX084Marsh84","RX084Marsh84","Leaf25",0.919786096256685,0.253119429590018,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/6/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.8/6/2018","9/5/2018.Seedling","8/6/2018.Rain",15,157,0.0802139037433155,"Field_rain.Rain","B1.B1"
"2109","Leaf25.RX085Marsh85","RX085Marsh85","Leaf25",0.934497816593886,0.26783114992722,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/29/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.8/29/2018","9/5/2018.Seedling","8/29/2018.Rain",15,199,0.0655021834061136,"Field_rain.Rain","B1.B1"
"2110","Leaf25.RX087Marsh87","RX087Marsh87","Leaf25",0.931578947368421,0.208174692049272,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/21/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","9/5/2018.8/21/2018","9/5/2018.Seedling","8/21/2018.Rain",13,160,0.0684210526315789,"Field_rain.Rain","B1.B1"
"2111","Leaf25.RX088Marsh88","RX088Marsh88","Leaf25",0.863636363636364,0.292207792207792,0.571428571428571,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/22/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/22/2018","9/5/2018.Seedling","8/22/2018.Rain",18,102,0.136363636363636,"Field_rain.Rain","B1.B2"
"2112","Leaf25.RX089Marsh89","RX089Marsh89","Leaf25",0.928251121076233,0.291887484712597,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/28/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","9/5/2018.8/28/2018","9/5/2018.Seedling","8/28/2018.Rain",16,193,0.0717488789237668,"Field_rain.Rain","B1.B2"
"2113","Leaf25.RX091Marsh91","RX091Marsh91","Leaf25",0.919597989949749,0.283234353586112,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/18/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/18/2018","9/5/2018.Seedling","8/18/2018.Rain",16,169,0.0804020100502513,"Field_rain.Rain","B1.B3"
"2114","Leaf25.RX092Marsh92","RX092Marsh92","Leaf25",0.951807228915663,0.201807228915663,0.75,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/6/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.8/6/2018","9/5/2018.Seedling","8/6/2018.Rain",12,219,0.0481927710843374,"Field_rain.Rain","B1.B3"
"2115","Leaf25.RX093Marsh93","RX093Marsh93","Leaf25",0.937704918032787,0.401119552179128,0.536585365853659,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/8/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/8/2018","9/5/2018.Seedling","8/8/2018.Rain",19,275,0.0622950819672131,"Field_rain.Rain","B1.B4"
"2116","Leaf25.RX094Marsh94","RX094Marsh94","Leaf25",0.924528301886792,0.288164665523156,0.636363636363636,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/6/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/6/2018","9/5/2018.Seedling","8/6/2018.Rain",16,182,0.0754716981132075,"Field_rain.Rain","B1.B4"
"2117","Leaf25.RX095Marsh95","RX095Marsh95","Leaf25",0.894308943089431,0.170904687770282,0.723404255319149,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","8/25/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","9/5/2018.8/25/2018","9/5/2018.Seedling","8/25/2018.Rain",13,93,0.105691056910569,"Field_rain.Rain","B1.B4"
"2118","Leaf25.RX096Marsh96","RX096Marsh96","Leaf25",0.940239043824701,0.273572377158035,0.666666666666667,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Rain","9/2/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","9/5/2018.9/2/2018","9/5/2018.Seedling","9/2/2018.Rain",15,221,0.0597609561752988,"Field_rain.Rain","B1.B3"
