"","s1_s2","sample2","sample1","jaccard","nestedness","turnover","s1_sample_type","s1_collect_date","s1_sub_proj","s1_plant_type","s1_gh_block","s1_rain_trt","s1_UTM_lat","s1_UTM_long","s2_sample_type","s2_collect_date","s2_sub_proj","s2_plant_type","s2_gh_block","s2_rain_trt","s2_UTM_lat","s2_UTM_long","s1_s2_plant_type","s1_s2_collect_date","s1_collect_date_plant_type","s2_collect_date_plant_type","shared","not.shared","similarity","s1_s2_rain_trt","s1_s2_gh_block"
"3814","Leaf46.RX024Marsh24","RX024Marsh24","Leaf46",0.891213389121339,0.297463389121339,0.59375,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.7/22/2018","7/16/2018.Seedling","7/22/2018.Rain",26,194,0.108786610878661,"No_rain.Rain","B2.B3"
"3815","Leaf46.RX025Marsh25","RX025Marsh25","Leaf46",0.834170854271357,0.413118222692409,0.421052631578947,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/31/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.7/31/2018","7/16/2018.Seedling","7/31/2018.Rain",33,154,0.165829145728643,"No_rain.Rain","B2.B2"
"3816","Leaf46.RX036Marsh36","RX036Marsh36","Leaf46",0.9375,0.1375,0.8,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.7/22/2018","7/16/2018.Seedling","7/22/2018.Rain",15,195,0.0625,"No_rain.Rain","B2.B4"
"3817","Leaf46.RX046Marsh46","RX046Marsh46","Leaf46",0.869318181818182,0.212601763907734,0.656716417910448,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/3/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/3/2018","7/16/2018.Seedling","8/3/2018.Rain",23,131,0.130681818181818,"No_rain.Rain","B2.B4"
"3818","Leaf46.RX051Marsh51","RX051Marsh51","Leaf46",0.898395721925134,0.166001355727951,0.732394366197183,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/31/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.7/31/2018","7/16/2018.Seedling","7/31/2018.Rain",19,142,0.101604278074866,"No_rain.Rain","B2.B3"
"3819","Leaf46.RX056Marsh56","RX056Marsh56","Leaf46",0.840909090909091,0.145256916996047,0.695652173913043,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/20/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.7/20/2018","7/16/2018.Seedling","7/20/2018.Rain",21,87,0.159090909090909,"No_rain.Rain","B2.B1"
"3820","Leaf46.RX058Marsh58","RX058Marsh58","Leaf46",0.844961240310077,0.130675526024363,0.714285714285714,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/20/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.7/20/2018","7/16/2018.Seedling","7/20/2018.Rain",20,84,0.155038759689923,"No_rain.Rain","B2.B2"
"3821","Leaf46.RX064Marsh64","RX064Marsh64","Leaf46",0.818840579710145,0.20345596432553,0.615384615384615,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/20/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.7/20/2018","7/16/2018.Seedling","7/20/2018.Rain",25,93,0.181159420289855,"No_rain.Rain","B2.B4"
"3822","Leaf46.RX067Marsh67","RX067Marsh67","Leaf46",0.890547263681592,0.214076675446298,0.676470588235294,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/28/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/28/2018","7/16/2018.Seedling","8/28/2018.Rain",22,156,0.109452736318408,"No_rain.Rain","B2.B4"
"3823","Leaf46.RX068Marsh68","RX068Marsh68","Leaf46",0.808080808080808,0.538850038850039,0.269230769230769,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/2/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.9/2/2018","7/16/2018.Seedling","9/2/2018.Rain",38,153,0.191919191919192,"No_rain.Rain","B2.B2"
"3824","Leaf46.RX069Marsh69","RX069Marsh69","Leaf46",0.887029288702929,0.315600717274357,0.571428571428571,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",27,194,0.112970711297071,"No_rain.Rain","B2.B2"
"3825","Leaf46.RX070Marsh70","RX070Marsh70","Leaf46",0.878260869565217,0.329873772791024,0.548387096774194,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/4/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.9/4/2018","7/16/2018.Seedling","9/4/2018.Rain",28,185,0.121739130434783,"No_rain.Rain","B2.B1"
"3826","Leaf46.RX071Marsh71","RX071Marsh71","Leaf46",0.863436123348018,0.388859852161577,0.474576271186441,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/22/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/22/2018","7/16/2018.Seedling","8/22/2018.Rain",31,182,0.136563876651982,"No_rain.Rain","B2.B3"
"3827","Leaf46.RX072Marsh72","RX072Marsh72","Leaf46",0.911894273127753,0.197608558842039,0.714285714285714,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/25/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/25/2018","7/16/2018.Seedling","8/25/2018.Rain",20,182,0.0881057268722467,"No_rain.Rain","B2.B3"
"3828","Leaf46.RX073Marsh73","RX073Marsh73","Leaf46",0.886877828054299,0.271493212669683,0.615384615384615,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/8/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/8/2018","7/16/2018.Seedling","8/8/2018.Rain",25,176,0.113122171945701,"No_rain.Rain","B2.B1"
"3829","Leaf46.RX074Marsh74","RX074Marsh74","Leaf46",0.899441340782123,0.149441340782123,0.75,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/29/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/29/2018","7/16/2018.Seedling","8/29/2018.Rain",18,134,0.100558659217877,"No_rain.Rain","B2.B4"
"3830","Leaf46.RX075Marsh75","RX075Marsh75","Leaf46",0.838383838383838,0.390107976314873,0.448275862068966,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/21/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/21/2018","7/16/2018.Seedling","8/21/2018.Rain",32,153,0.161616161616162,"No_rain.Rain","B2.B3"
"3831","Leaf46.RX076Marsh76","RX076Marsh76","Leaf46",0.907172995780591,0.230702407545297,0.676470588235294,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/8/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/8/2018","7/16/2018.Seedling","8/8/2018.Rain",22,192,0.0928270042194093,"No_rain.Rain","B2.B3"
"3832","Leaf46.RX077Marsh77","RX077Marsh77","Leaf46",0.852791878172589,0.328201714238163,0.524590163934426,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/22/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/22/2018","7/16/2018.Seedling","8/22/2018.Rain",29,152,0.147208121827411,"No_rain.Rain","B2.B4"
"3833","Leaf46.RX078Marsh78","RX078Marsh78","Leaf46",0.850267379679144,0.301880282904951,0.548387096774194,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/29/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/29/2018","7/16/2018.Seedling","8/29/2018.Rain",28,142,0.149732620320856,"No_rain.Rain","B2.B2"
"3834","Leaf46.RX079Marsh79","RX079Marsh79","Leaf46",0.848605577689243,0.579374808458474,0.269230769230769,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/2/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.9/2/2018","7/16/2018.Seedling","9/2/2018.Rain",38,206,0.151394422310757,"No_rain.Rain","B2.B1"
"3835","Leaf46.RX080Marsh80","RX080Marsh80","Leaf46",0.846808510638298,0.513475177304965,0.333333333333333,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/21/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/21/2018","7/16/2018.Seedling","8/21/2018.Rain",36,190,0.153191489361702,"No_rain.Rain","B2.B4"
"3836","Leaf46.RX081Marsh81","RX081Marsh81","Leaf46",0.849765258215962,0.401489396146997,0.448275862068966,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/18/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/18/2018","7/16/2018.Seedling","8/18/2018.Rain",32,168,0.150234741784038,"No_rain.Rain","B2.B2"
"3837","Leaf46.RX083Marsh83","RX083Marsh83","Leaf46",0.881422924901186,0.381422924901186,0.5,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/28/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/28/2018","7/16/2018.Seedling","8/28/2018.Rain",30,208,0.118577075098814,"No_rain.Rain","B2.B3"
"3838","Leaf46.RX084Marsh84","RX084Marsh84","Leaf46",0.833333333333333,0.358757062146893,0.474576271186441,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",31,141,0.166666666666667,"No_rain.Rain","B2.B1"
"3839","Leaf46.RX085Marsh85","RX085Marsh85","Leaf46",0.864035087719298,0.389458816532858,0.474576271186441,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/29/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/29/2018","7/16/2018.Seedling","8/29/2018.Rain",31,183,0.135964912280702,"No_rain.Rain","B2.B1"
"3840","Leaf46.RX087Marsh87","RX087Marsh87","Leaf46",0.827956989247312,0.379681127178346,0.448275862068966,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/21/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/21/2018","7/16/2018.Seedling","8/21/2018.Rain",32,141,0.172043010752688,"No_rain.Rain","B2.B1"
"3841","Leaf46.RX088Marsh88","RX088Marsh88","Leaf46",0.829787234042553,0.193423597678917,0.636363636363636,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/22/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/22/2018","7/16/2018.Seedling","8/22/2018.Rain",24,96,0.170212765957447,"No_rain.Rain","B2.B2"
"3842","Leaf46.RX089Marsh89","RX089Marsh89","Leaf46",0.834862385321101,0.501529051987768,0.333333333333333,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/28/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/28/2018","7/16/2018.Seedling","8/28/2018.Rain",36,173,0.165137614678899,"No_rain.Rain","B2.B2"
"3843","Leaf46.RX091Marsh91","RX091Marsh91","Leaf46",0.83248730964467,0.411434678065723,0.421052631578947,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/18/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/18/2018","7/16/2018.Seedling","8/18/2018.Rain",33,152,0.16751269035533,"No_rain.Rain","B2.B3"
"3844","Leaf46.RX092Marsh92","RX092Marsh92","Leaf46",0.921875,0.207589285714286,0.714285714285714,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",20,211,0.078125,"No_rain.Rain","B2.B3"
"3845","Leaf46.RX093Marsh93","RX093Marsh93","Leaf46",0.913461538461538,0.342032967032967,0.571428571428571,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/8/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/8/2018","7/16/2018.Seedling","8/8/2018.Rain",27,267,0.0865384615384616,"No_rain.Rain","B2.B4"
"3846","Leaf46.RX094Marsh94","RX094Marsh94","Leaf46",0.905405405405405,0.209753231492362,0.695652173913043,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",21,177,0.0945945945945946,"No_rain.Rain","B2.B4"
"3847","Leaf46.RX095Marsh95","RX095Marsh95","Leaf46",0.864661654135338,0.114661654135338,0.75,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/25/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/25/2018","7/16/2018.Seedling","8/25/2018.Rain",18,88,0.135338345864662,"No_rain.Rain","B2.B4"
"3848","Leaf46.RX096Marsh96","RX096Marsh96","Leaf46",0.848360655737705,0.546473863284875,0.30188679245283,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/2/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.9/2/2018","7/16/2018.Seedling","9/2/2018.Rain",37,199,0.151639344262295,"No_rain.Rain","B2.B3"
"3849","Leaf46.RX097Marsh97","RX097Marsh97","Leaf46",0.94047619047619,0.226190476190476,0.714285714285714,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/8/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/8/2018","7/16/2018.Seedling","8/8/2018.Rain",20,291,0.0595238095238095,"No_rain.Rain","B2.B2"
"3850","Leaf46.RX099Marsh99","RX099Marsh99","Leaf46",0.825892857142857,0.590598739495798,0.235294117647059,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/25/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/25/2018","7/16/2018.Seedling","8/25/2018.Rain",39,179,0.174107142857143,"No_rain.Rain","B2.B2"
"3851","Leaf46.RX103Marsh103","RX103Marsh103","Leaf46",0.901234567901235,0.264870931537598,0.636363636363636,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B3","Rain",638809.092,4700697.086,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",24,198,0.0987654320987654,"No_rain.Rain","B2.B3"
"3852","Leaf46.RX106Marsh106","RX106Marsh106","Leaf46",0.883720930232558,0.268336314847943,0.615384615384615,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",25,170,0.116279069767442,"No_rain.Rain","B2.B1"
"3853","Leaf46.RX107Marsh107","RX107Marsh107","Leaf46",0.851351351351351,0.430298719772404,0.421052631578947,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/25/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/25/2018","7/16/2018.Seedling","8/25/2018.Rain",33,177,0.148648648648649,"No_rain.Rain","B2.B1"
"3854","Leaf46.RX108Marsh108","RX108Marsh108","Leaf46",0.877622377622378,0.513986013986014,0.363636363636364,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/4/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.9/4/2018","7/16/2018.Seedling","9/4/2018.Rain",35,241,0.122377622377622,"No_rain.Rain","B2.B4"
"3855","Leaf46.RX109Marsh109","RX109Marsh109","Leaf46",0.869047619047619,0.447994987468672,0.421052631578947,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/28/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.8/28/2018","7/16/2018.Seedling","8/28/2018.Rain",33,207,0.130952380952381,"No_rain.Rain","B2.B1"
"3856","Leaf46.RX111Marsh111","RX111Marsh111","Leaf46",0.892857142857143,0.256493506493506,0.636363636363636,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","7/22/2018","Marshall","Rain","B1","Rain",639046.075,4700603.84,"Seedling.Rain","7/16/2018.7/22/2018","7/16/2018.Seedling","7/22/2018.Rain",24,179,0.107142857142857,"No_rain.Rain","B2.B1"
"3857","Leaf46.RX112Marsh112","RX112Marsh112","Leaf46",0.889795918367347,0.318367346938775,0.571428571428571,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/6/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/6/2018","7/16/2018.Seedling","8/6/2018.Rain",27,200,0.110204081632653,"No_rain.Rain","B2.B2"
"3858","Leaf46.RX113Marsh113","RX113Marsh113","Leaf46",0.831683168316832,0.438826025459689,0.392857142857143,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/21/2018","Marshall","Rain","B2","Rain",638976.568,4700616.674,"Seedling.Rain","7/16/2018.8/21/2018","7/16/2018.Seedling","8/21/2018.Rain",34,157,0.168316831683168,"No_rain.Rain","B2.B2"
"3859","Leaf46.RX118Marsh118","RX118Marsh118","Leaf46",0.836820083682008,0.60152596603495,0.235294117647059,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","9/2/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.9/2/2018","7/16/2018.Seedling","9/2/2018.Rain",39,194,0.163179916317992,"No_rain.Rain","B2.B4"
"3860","Leaf46.RX120Marsh120","RX120Marsh120","Leaf46",0.830275229357798,0.528388436904968,0.30188679245283,"Leaf","7/16/2018","Marshall","Seedling","B2","No_rain",NA,NA,"Rain","8/18/2018","Marshall","Rain","B4","Rain",638811.969,4700754.249,"Seedling.Rain","7/16/2018.8/18/2018","7/16/2018.Seedling","8/18/2018.Rain",37,173,0.169724770642202,"No_rain.Rain","B2.B4"
"3861","Leaf47.Leaf48","Leaf48","Leaf47",0.934426229508197,0.201092896174863,0.733333333333333,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/18/2018","Marshall","Petri","B2","Live_Rain",638976.568,4700616.674,"Seedling.Petri","9/5/2018.9/18/2018","9/5/2018.Seedling","9/18/2018.Petri",8,11,0.0655737704918032,"Field_rain.Live_Rain","B2.B2"
"3862","Leaf47.Leaf49","Leaf49","Leaf47",0.625,0.0350719424460432,0.589928057553957,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Seedling","B3","Field_rain",638809.092,4700697.086,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",57,41,0.375,"Field_rain.Field_rain","B2.B3"
"3863","Leaf47.Leaf52","Leaf52","Leaf47",0.857954545454545,0.0192448680351906,0.838709677419355,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","8/14/2018","Marshall","Petri","B4","Live_Rain",638811.969,4700754.249,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",25,65,0.142045454545455,"Field_rain.Live_Rain","B2.B4"
"3864","Leaf47.Leaf53","Leaf53","Leaf47",0.776315789473684,0.0694192377495463,0.706896551724138,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/18/2018","Marshall","Petri","Nano","Nano",NA,NA,"Seedling.Petri","9/5/2018.9/18/2018","9/5/2018.Seedling","9/18/2018.Petri",34,41,0.223684210526316,"Field_rain.Nano","B2.Nano"
"3865","Leaf47.Leaf54","Leaf54","Leaf47",0.89051094890511,0.114391545920035,0.776119402985075,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","8/14/2018","Marshall","Petri","B2","Live_Rain",638976.568,4700616.674,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",15,26,0.10948905109489,"Field_rain.Live_Rain","B2.B2"
"3866","Leaf47.Leaf55","Leaf55","Leaf47",0.823943661971831,0.111299983810911,0.71264367816092,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Adult","B1","Field_rain",639046.075,4700603.84,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",25,31,0.176056338028169,"Field_rain.Field_rain","B2.B1"
"3867","Leaf47.Leaf56","Leaf56","Leaf47",0.804195804195804,0.108543630282761,0.695652173913043,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","7/16/2018","Marshall","Adult","B2","Field_rain",638976.568,4700616.674,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",28,32,0.195804195804196,"Field_rain.Field_rain","B2.B2"
"3868","Leaf47.Leaf57","Leaf57","Leaf47",0.907894736842105,0.0537280701754386,0.854166666666667,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","8/14/2018","Marshall","Petri","B2","Sterile_rain",638976.568,4700616.674,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",14,41,0.0921052631578947,"Field_rain.Sterile_rain","B2.B2"
"3869","Leaf47.Leaf59","Leaf59","Leaf47",0.639751552795031,0.00684016038996777,0.632911392405063,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Seedling","B4","Field_rain",638811.969,4700754.249,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",58,50,0.360248447204969,"Field_rain.Field_rain","B2.B4"
"3870","Leaf47.Leaf60","Leaf60","Leaf47",0.755952380952381,0.020468509984639,0.735483870967742,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Adult","B2","Field_rain",638976.568,4700616.674,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",41,57,0.244047619047619,"Field_rain.Field_rain","B2.B2"
"3871","Leaf47.Leaf61","Leaf61","Leaf47",0.840277777777778,0.0987047440699126,0.741573033707865,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","7/16/2018","Marshall","Adult","B1","Field_rain",639046.075,4700603.84,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",23,33,0.159722222222222,"Field_rain.Field_rain","B2.B1"
"3872","Leaf47.Leaf65","Leaf65","Leaf47",0.589403973509934,0.0260236918197929,0.563380281690141,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Seedling","B1","Field_rain",639046.075,4700603.84,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",62,40,0.410596026490066,"Field_rain.Field_rain","B2.B1"
"3873","Leaf47.Leaf66","Leaf66","Leaf47",0.948529411764706,0.0713364293085655,0.87719298245614,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","8/14/2018","Marshall","Petri","B1","Sterile_rain",639046.075,4700603.84,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",7,25,0.0514705882352942,"Field_rain.Sterile_rain","B2.B1"
"3874","Leaf47.Leaf67","Leaf67","Leaf47",0.798780487804878,0.0361905597473241,0.762589928057554,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Seedling.Adult","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Adult",33,53,0.201219512195122,"Field_rain.Field_rain","B2.B4"
"3875","Leaf47.Leaf68","Leaf68","Leaf47",0.686390532544379,0,0.686390532544379,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Seedling.Seedling","9/5/2018.9/5/2018","9/5/2018.Seedling","9/5/2018.Seedling",53,58,0.313609467455621,"Field_rain.Field_rain","B2.B2"
"3876","Leaf47.Leaf69","Leaf69","Leaf47",0.9,0.0612903225806452,0.838709677419355,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","8/14/2018","Marshall","Petri","Nano","Nano",NA,NA,"Seedling.Petri","9/5/2018.8/14/2018","9/5/2018.Seedling","8/14/2018.Petri",15,39,0.1,"Field_rain.Nano","B2.Nano"
"3877","Leaf47.Leaf70","Leaf70","Leaf47",0.806818181818182,0.0141352549889135,0.792682926829268,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","7/16/2018","Marshall","Adult","B4","Field_rain",638811.969,4700754.249,"Seedling.Adult","9/5/2018.7/16/2018","9/5/2018.Seedling","7/16/2018.Adult",34,65,0.193181818181818,"Field_rain.Field_rain","B2.B4"
"3878","Leaf47.Leaf71","Leaf71","Leaf47",0.818181818181818,0.000977517106549365,0.817204301075269,"Leaf","9/5/2018","Marshall","Seedling","B2","Field_rain",638976.568,4700616.674,"Leaf","7/10/2018","Marshall","Seed","Control","No_rain",NA,NA,"Seedling.Seed","9/5/2018.7/10/2018","9/5/2018.Seedling","7/10/2018.Seed",34,76,0.181818181818182,"Field_rain.No_rain","B2.Control"
