"","Leaf03","Leaf04","Leaf05","Leaf10","Leaf12","Leaf13","Leaf18","Leaf21","Leaf23","Leaf24","Leaf25","Leaf27","Leaf31","Leaf39","Leaf43","Leaf46","Leaf47","Leaf49","Leaf55","Leaf56","Leaf59","Leaf60","Leaf61","Leaf65","Leaf67","Leaf68","Leaf70","Leaf71","Leaf73","RX051Marsh51","RX056Marsh56","RX058Marsh58","RX064Marsh64","RX067Marsh67","RX068Marsh68","RX069Marsh69","RX070Marsh70","RX071Marsh71","RX072Marsh72","RX073Marsh73","RX074Marsh74","RX075Marsh75","RX076Marsh76","RX077Marsh77","RX078Marsh78","RX079Marsh79","RX080Marsh80","RX081Marsh81","RX083Marsh83","RX084Marsh84","RX085Marsh85","RX087Marsh87","RX088Marsh88","RX089Marsh89","RX091Marsh91","RX092Marsh92","RX093Marsh93","RX094Marsh94","RX095Marsh95","RX096Marsh96","RX097Marsh97","RX099Marsh99","RX001Marsh1","RX005Marsh5","RX006Marsh6","RX009Marsh9","RX013Marsh13","RX016Marsh16","RX017Marsh17","RX021Marsh21","RX022Marsh22","RX024Marsh24","RX025Marsh25","RX036Marsh36","RX046Marsh46","RX103Marsh103","RX106Marsh106","RX107Marsh107","RX108Marsh108","RX109Marsh109","RX111Marsh111","RX112Marsh112","RX113Marsh113","RX118Marsh118","RX120Marsh120"
"Leaf25",0.859504132231405,0.655172413793103,0.865671641791045,0.822916666666667,0.881481481481482,0.741379310344828,0.833333333333333,0.873417721518987,0.89051094890511,0.887218045112782,0,0.817073170731707,0.84375,0.898550724637681,0.89171974522293,0.846153846153846,0.872,0.814814814814815,0.883116883116883,0.815789473684211,0.859504132231405,0.88695652173913,0.868421052631579,0.831858407079646,0.884615384615385,0.880952380952381,0.848214285714286,0.88,0.838383838383838,0.92090395480226,0.913385826771653,0.94488188976378,0.911764705882353,0.910994764397906,0.916666666666667,0.918103448275862,0.924778761061947,0.929515418502203,0.935779816513761,0.930555555555556,0.96,0.925,0.948275862068966,0.906735751295337,0.924731182795699,0.925490196078431,0.928870292887029,0.935185185185185,0.949019607843137,0.919786096256685,0.934497816593886,0.931578947368421,0.863636363636364,0.928251121076233,0.919597989949749,0.951807228915663,0.937704918032787,0.924528301886792,0.894308943089431,0.940239043824701,0.950769230769231,0.926406926406926,0.950381679389313,0.897590361445783,0.938775510204082,0.925233644859813,0.919148936170213,0.919191919191919,0.904191616766467,0.941422594142259,0.909090909090909,0.936170212765957,0.915,0.951965065502183,0.917647058823529,0.932203389830508,0.938679245283019,0.923766816143498,0.941176470588235,0.937007874015748,0.936073059360731,0.920168067226891,0.927184466019418,0.935222672064777,0.923766816143498
"Leaf27",0.713235294117647,0.707865168539326,0.822916666666667,0.75,0.63768115942029,0.842105263157895,0.67479674796748,0.875,0.772727272727273,0.706293706293706,0.817073170731707,0,0.86734693877551,0.731543624161074,0.766081871345029,0.833333333333333,0.691176470588235,0.69047619047619,0.805825242718447,0.778846153846154,0.66412213740458,0.795620437956204,0.805825242718447,0.6796875,0.840909090909091,0.700729927007299,0.779411764705882,0.850649350649351,0.8125,0.865671641791045,0.870967741935484,0.93125,0.865030674846626,0.86046511627907,0.832579185520362,0.866141732283465,0.870967741935484,0.870967741935484,0.915322580645161,0.869198312236287,0.942028985507246,0.869955156950673,0.90234375,0.857142857142857,0.849514563106796,0.860805860805861,0.877394636015326,0.910204081632653,0.874538745387454,0.856459330143541,0.848360655737705,0.878504672897196,0.866666666666667,0.835443037974683,0.869955156950673,0.916363636363636,0.899390243902439,0.872340425531915,0.846666666666667,0.869402985074627,0.901162790697674,0.822314049586777,0.905263157894737,0.848167539267016,0.891791044776119,0.8875,0.880769230769231,0.859090909090909,0.877551020408163,0.909774436090225,0.835227272727273,0.887596899224806,0.860986547085202,0.930501930501931,0.878172588832487,0.87109375,0.865800865800866,0.864754098360656,0.882736156351792,0.867158671586716,0.888888888888889,0.869230769230769,0.878260869565217,0.846153846153846,0.864754098360656
"Leaf31",0.830769230769231,0.666666666666667,0.732394366197183,0.876106194690265,0.846153846153846,0.619047619047619,0.852459016393443,0.773809523809524,0.900662251655629,0.882758620689655,0.84375,0.86734693877551,0,0.900662251655629,0.874251497005988,0.691176470588235,0.876811594202898,0.854838709677419,0.850574712643678,0.790697674418605,0.8125,0.816666666666667,0.837209302325581,0.859375,0.75,0.851851851851852,0.808333333333333,0.806201550387597,0.827272727272727,0.915343915343915,0.89051094890511,0.903703703703704,0.867132867132867,0.932692307692308,0.880952380952381,0.931451612903226,0.915611814345991,0.906382978723404,0.944206008583691,0.911111111111111,0.92896174863388,0.888349514563107,0.933884297520661,0.897058823529412,0.89119170984456,0.909090909090909,0.89344262295082,0.885844748858448,0.919540229885058,0.892307692307692,0.902127659574468,0.887179487179487,0.884353741496599,0.885462555066079,0.888349514563107,0.946360153256705,0.940438871473354,0.933920704845815,0.91304347826087,0.897637795275591,0.958944281524927,0.889830508474576,0.941391941391941,0.861271676300578,0.890688259109312,0.910714285714286,0.906122448979592,0.876847290640394,0.929347826086957,0.936254980079681,0.8625,0.926829268292683,0.867647058823529,0.954732510288066,0.88135593220339,0.931726907630522,0.923423423423423,0.9004329004329,0.918918918918919,0.89922480620155,0.916666666666667,0.911646586345382,0.870192307692308,0.900793650793651,0.890829694323144
"Leaf39",0.588957055214724,0.835616438356164,0.833333333333333,0.694267515923567,0.65,0.892617449664429,0.702380952380952,0.854430379746835,0.644444444444444,0.695652173913044,0.898550724637681,0.731543624161074,0.900662251655629,0,0.628865979381443,0.815602836879433,0.668571428571429,0.633540372670807,0.821192052980133,0.794701986754967,0.630952380952381,0.777777777777778,0.828947368421053,0.674556213017751,0.818181818181818,0.726775956284153,0.811827956989247,0.834170854271357,0.803468208092486,0.825726141078838,0.861386138613861,0.938967136150235,0.840579710144927,0.837209302325581,0.796153846153846,0.879084967320261,0.852739726027397,0.832752613240418,0.912751677852349,0.858657243816254,0.937984496124031,0.823754789272031,0.876254180602007,0.852272727272727,0.854901960784314,0.8,0.859016393442623,0.878048780487805,0.857142857142857,0.84251968503937,0.845360824742268,0.874045801526718,0.874418604651163,0.817857142857143,0.832699619771863,0.879365079365079,0.866485013623978,0.823529411764706,0.830769230769231,0.830065359477124,0.89821882951654,0.794326241134752,0.891238670694864,0.80952380952381,0.868167202572347,0.858156028368794,0.858085808580858,0.827586206896552,0.895582329317269,0.904761904761905,0.834080717488789,0.863787375415282,0.820610687022901,0.935897435897436,0.830508474576271,0.868421052631579,0.855595667870036,0.830985915492958,0.846376811594203,0.854430379746835,0.863636363636364,0.863192182410424,0.857664233576642,0.784246575342466,0.822695035460993
"Leaf43",0.637837837837838,0.8,0.827160493827161,0.672514619883041,0.681592039800995,0.866666666666667,0.695652173913044,0.791666666666667,0.614583333333333,0.69,0.89171974522293,0.766081871345029,0.874251497005988,0.628865979381443,0,0.788461538461539,0.636363636363636,0.655555555555556,0.816568047337278,0.771084337349398,0.630434782608696,0.739583333333333,0.816568047337278,0.698412698412698,0.789473684210526,0.712121212121212,0.785,0.807511737089202,0.788359788359788,0.803921568627451,0.838709677419355,0.897777777777778,0.80365296803653,0.798507462686567,0.781818181818182,0.859375,0.837133550488599,0.821782178217822,0.883870967741936,0.853820598006645,0.907749077490775,0.794871794871795,0.856230031948882,0.818181818181818,0.819548872180451,0.795031055900621,0.814102564102564,0.849498327759197,0.824615384615385,0.82089552238806,0.818481848184819,0.838827838827839,0.842105263157895,0.791095890410959,0.803636363636364,0.863636363636364,0.82573726541555,0.795774647887324,0.798076923076923,0.79746835443038,0.884803921568628,0.756013745704467,0.872463768115942,0.787755102040816,0.849230769230769,0.81786941580756,0.839116719242902,0.789667896678967,0.870722433460076,0.870769230769231,0.829875518672199,0.855345911949686,0.791970802919708,0.907407407407407,0.812749003984064,0.845425867507887,0.839041095890411,0.8,0.820224719101124,0.807453416149068,0.854785478547855,0.833333333333333,0.816254416961131,0.771986970684039,0.770833333333333
"Leaf46",0.735537190082645,0.632352941176471,0.7,0.814814814814815,0.797101449275362,0.705882352941176,0.815126050420168,0.535211267605634,0.840277777777778,0.852112676056338,0.846153846153846,0.833333333333333,0.691176470588235,0.815602836879433,0.788461538461539,0,0.844444444444444,0.808333333333333,0.811764705882353,0.6875,0.766129032258065,0.734513274336283,0.768292682926829,0.833333333333333,0.69,0.818181818181818,0.758620689655172,0.739837398373984,0.75,0.898395721925134,0.840909090909091,0.844961240310078,0.818840579710145,0.890547263681592,0.808080808080808,0.887029288702929,0.878260869565217,0.863436123348018,0.911894273127753,0.886877828054299,0.899441340782123,0.838383838383838,0.907172995780591,0.852791878172589,0.850267379679144,0.848605577689243,0.846808510638298,0.849765258215962,0.881422924901186,0.833333333333333,0.864035087719298,0.827956989247312,0.829787234042553,0.834862385321101,0.83248730964467,0.921875,0.913461538461538,0.905405405405405,0.864661654135338,0.848360655737705,0.94047619047619,0.825892857142857,0.897338403041825,0.821428571428572,0.858921161825726,0.881278538812785,0.860169491525424,0.813471502590674,0.887640449438202,0.919354838709677,0.834394904458599,0.891213389121339,0.834170854271357,0.9375,0.869318181818182,0.901234567901235,0.883720930232558,0.851351351351351,0.877622377622378,0.869047619047619,0.892857142857143,0.889795918367347,0.831683168316832,0.836820083682008,0.830275229357798
"Leaf47",0.656441717791411,0.786259541984733,0.845588235294118,0.652777777777778,0.559006211180124,0.842105263157895,0.664516129032258,0.843537414965986,0.637426900584795,0.62874251497006,0.872,0.691176470588235,0.876811594202898,0.668571428571429,0.636363636363636,0.844444444444444,0,0.625,0.823943661971831,0.804195804195804,0.639751552795031,0.755952380952381,0.840277777777778,0.589403973509934,0.798780487804878,0.686390532544379,0.806818181818182,0.818181818181818,0.819277108433735,0.827586206896552,0.841269841269841,0.914141414141414,0.819587628865979,0.820408163265306,0.78714859437751,0.843205574912892,0.826086956521739,0.830324909747292,0.890070921985816,0.835820895522388,0.913223140495868,0.796747967479675,0.859649122807018,0.832,0.819327731092437,0.800675675675676,0.845890410958904,0.877256317689531,0.836666666666667,0.815899581589958,0.813868613138686,0.854838709677419,0.845,0.796992481203007,0.8300395256917,0.875,0.846153846153846,0.811538461538462,0.814207650273224,0.815699658703072,0.871657754010695,0.758490566037736,0.884012539184953,0.805429864253394,0.84406779661017,0.843866171003718,0.848797250859107,0.795918367346939,0.890756302521008,0.879194630872483,0.825471698113208,0.858620689655172,0.812749003984064,0.922818791946309,0.827433628318584,0.84375,0.836501901140684,0.81549815498155,0.83433734939759,0.822147651006711,0.837037037037037,0.842465753424658,0.824902723735409,0.792982456140351,0.811111111111111
"Leaf49",0.61744966442953,0.76271186440678,0.838709677419355,0.574803149606299,0.664634146341463,0.78448275862069,0.573529411764706,0.819548872180451,0.58974358974359,0.658385093167702,0.814814814814815,0.69047619047619,0.854838709677419,0.633540372670807,0.655555555555556,0.808333333333333,0.625,0,0.777777777777778,0.755905511811024,0.61744966442953,0.759493670886076,0.815384615384615,0.620689655172414,0.781456953642384,0.701863354037267,0.77639751552795,0.811428571428571,0.78,0.811926605504587,0.822857142857143,0.936842105263158,0.786516853932584,0.854771784232365,0.795833333333333,0.880701754385965,0.830827067669173,0.856617647058824,0.901098901098901,0.85,0.931623931623932,0.805907172995781,0.857142857142857,0.847107438016529,0.854700854700855,0.804195804195804,0.842857142857143,0.883895131086142,0.841379310344827,0.831168831168831,0.827067669172932,0.856540084388186,0.870466321243523,0.814671814671815,0.830578512396694,0.880952380952381,0.847058823529412,0.796747967479675,0.8,0.832167832167832,0.89159891598916,0.784615384615385,0.893548387096774,0.804761904761905,0.845070422535211,0.812749003984064,0.85,0.805084745762712,0.879464285714286,0.885416666666667,0.814070351758794,0.876325088339223,0.802521008403361,0.926829268292683,0.794258373205742,0.869257950530035,0.850980392156863,0.801556420233463,0.842105263157895,0.838487972508591,0.864150943396226,0.855633802816901,0.839357429718876,0.813620071684588,0.824427480916031
"Leaf55",0.785185185185185,0.818181818181818,0.866666666666667,0.791304347826087,0.804054054054054,0.835294117647059,0.774193548387097,0.826530612244898,0.821192052980133,0.816326530612245,0.883116883116883,0.805825242718447,0.850574712643678,0.821192052980133,0.816568047337278,0.811764705882353,0.823943661971831,0.777777777777778,0,0.791666666666667,0.708661417322835,0.758064516129032,0.782608695652174,0.704918032786885,0.80672268907563,0.6953125,0.851851851851852,0.907894736842105,0.834710743801653,0.875647668393782,0.906666666666667,0.947368421052632,0.847682119205298,0.901408450704225,0.856481481481481,0.887550200803213,0.874476987447699,0.893004115226337,0.938271604938272,0.86784140969163,0.944162436548223,0.87906976744186,0.884297520661157,0.897674418604651,0.864321608040201,0.880597014925373,0.90272373540856,0.901287553648069,0.886363636363636,0.865671641791045,0.865546218487395,0.888349514563107,0.886075949367089,0.857758620689655,0.894495412844037,0.921052631578947,0.892405063291139,0.871111111111111,0.867132867132867,0.863813229571984,0.920588235294118,0.843881856540084,0.928825622775801,0.845303867403315,0.9,0.896551724137931,0.901960784313726,0.878504672897196,0.917098445595855,0.935114503816794,0.903954802259887,0.882591093117409,0.859154929577465,0.936,0.894736842105263,0.883534136546185,0.864253393665158,0.863247863247863,0.874576271186441,0.878787878787879,0.888412017167382,0.890196078431373,0.902222222222222,0.866666666666667,0.858369098712446
"Leaf56",0.736842105263158,0.682926829268293,0.691358024691358,0.723214285714286,0.777027027027027,0.74390243902439,0.761904761904762,0.77319587628866,0.818181818181818,0.821192052980133,0.815789473684211,0.778846153846154,0.790697674418605,0.794701986754967,0.771084337349398,0.6875,0.804195804195804,0.755905511811024,0.791666666666667,0,0.746268656716418,0.736,0.725274725274725,0.763358778625954,0.730434782608696,0.751824817518248,0.738095238095238,0.794326241134752,0.716814159292035,0.866666666666667,0.841379310344827,0.876712328767123,0.828947368421053,0.861244019138756,0.84331797235023,0.880478087649402,0.890243902439024,0.857740585774059,0.908333333333333,0.875,0.912820512820513,0.84433962264151,0.904,0.852380952380952,0.838383838383838,0.848484848484848,0.85140562248996,0.869565217391304,0.866920152091255,0.828282828282828,0.858333333333333,0.846534653465347,0.823529411764706,0.825327510917031,0.827751196172249,0.906015037593985,0.890282131661442,0.883116883116883,0.830985915492958,0.834645669291339,0.927745664739884,0.822033898305085,0.886861313868613,0.775862068965517,0.8671875,0.88412017167382,0.850202429149797,0.832535885167464,0.890625,0.907335907335907,0.828402366863905,0.870967741935484,0.829383886255924,0.9453125,0.873684210526316,0.867469879518072,0.856502242152466,0.846153846153846,0.864864864864865,0.863636363636364,0.876068376068376,0.856573705179283,0.837962962962963,0.841897233201581,0.831168831168831
"Leaf59",0.588235294117647,0.731707317073171,0.777777777777778,0.654929577464789,0.603658536585366,0.8203125,0.666666666666667,0.789855072463768,0.670520231213873,0.662721893491124,0.859504132231405,0.66412213740458,0.8125,0.630952380952381,0.630434782608696,0.766129032258065,0.639751552795031,0.61744966442953,0.708661417322835,0.746268656716418,0,0.67948717948718,0.728682170542636,0.561643835616438,0.697986577181208,0.52027027027027,0.760479041916168,0.761363636363636,0.730263157894737,0.804444444444444,0.832432432432432,0.890052356020942,0.78494623655914,0.798319327731092,0.754166666666667,0.807971014492754,0.784090909090909,0.806691449814126,0.884892086330935,0.811538461538462,0.888888888888889,0.804081632653061,0.837545126353791,0.805785123966942,0.796536796536797,0.769230769230769,0.807142857142857,0.837735849056604,0.810996563573883,0.793103448275862,0.775665399239544,0.829166666666667,0.793650793650794,0.76171875,0.784232365145228,0.858585858585858,0.807121661721068,0.780876494023904,0.777142857142857,0.775800711743772,0.855191256830601,0.7265625,0.882911392405063,0.745192307692308,0.809859154929577,0.828897338403042,0.814285714285714,0.757446808510638,0.860262008733624,0.866438356164384,0.794117647058823,0.828571428571429,0.760504201680672,0.899653979238754,0.81447963800905,0.804347826086956,0.802371541501976,0.776923076923077,0.784810126582278,0.804123711340206,0.826415094339623,0.807829181494662,0.808764940239044,0.76,0.776923076923077
"Leaf60",0.67948717948718,0.719298245614035,0.747826086956522,0.751724137931034,0.748571428571429,0.844262295081967,0.748387096774193,0.723577235772358,0.797814207650273,0.779661016949152,0.88695652173913,0.795620437956204,0.816666666666667,0.777777777777778,0.739583333333333,0.734513274336283,0.755952380952381,0.759493670886076,0.758064516129032,0.736,0.67948717948718,0,0.737704918032787,0.717948717948718,0.626865671641791,0.633986928104575,0.703947368421053,0.67515923566879,0.62406015037594,0.778301886792453,0.781065088757396,0.818713450292398,0.765714285714286,0.762331838565022,0.732456140350877,0.791666666666667,0.799227799227799,0.775590551181102,0.837209302325581,0.784552845528455,0.826291079812207,0.747787610619469,0.831460674157303,0.776315789473684,0.741784037558685,0.760869565217391,0.786516853932584,0.798387096774194,0.804270462633452,0.755760368663594,0.761904761904762,0.751152073732719,0.754285714285714,0.726141078838174,0.764192139737991,0.86551724137931,0.812121212121212,0.820717131474104,0.778443113772455,0.753731343283582,0.867036011080332,0.699588477366255,0.829351535836178,0.719387755102041,0.771535580524345,0.812749003984064,0.770992366412214,0.752212389380531,0.837962962962963,0.828467153284671,0.751322751322751,0.790874524714829,0.727678571428571,0.850746268656717,0.788461538461539,0.778625954198473,0.784232365145228,0.768,0.757475083056478,0.770909090909091,0.800796812749004,0.822463768115942,0.748917748917749,0.746212121212121,0.716666666666667
"Leaf61",0.728682170542636,0.790697674418605,0.725,0.780701754385965,0.812080536912752,0.887640449438202,0.830769230769231,0.736263736263736,0.86624203821656,0.855263157894737,0.868421052631579,0.805825242718447,0.837209302325581,0.828947368421053,0.816568047337278,0.768292682926829,0.840277777777778,0.815384615384615,0.782608695652174,0.725274725274725,0.728682170542636,0.737704918032787,0,0.784615384615385,0.709090909090909,0.705426356589147,0.729508196721312,0.779411764705882,0.763157894736842,0.869791666666667,0.876712328767123,0.865248226950355,0.84,0.847290640394089,0.823809523809524,0.836134453781513,0.869747899159664,0.860169491525424,0.897435897435897,0.852678571428571,0.893617021276596,0.868544600938967,0.888888888888889,0.832512315270936,0.822916666666667,0.854961832061069,0.862903225806452,0.88695652173913,0.894736842105263,0.84263959390863,0.836206896551724,0.855,0.75177304964539,0.837719298245614,0.85781990521327,0.900383141762452,0.885350318471338,0.876106194690265,0.851063829787234,0.854901960784314,0.901197604790419,0.818965517241379,0.893382352941177,0.770588235294118,0.869565217391304,0.87719298245614,0.847736625514403,0.829268292682927,0.864130434782609,0.897233201581028,0.817073170731707,0.854771784232365,0.831730769230769,0.914285714285714,0.882978723404255,0.841666666666667,0.853881278538813,0.858369098712446,0.874576271186441,0.857142857142857,0.878787878787879,0.844897959183673,0.851162790697674,0.848605577689243,0.848484848484848
"Leaf65",0.627450980392157,0.75,0.834645669291339,0.639705882352941,0.631901840490798,0.801652892561983,0.625,0.816176470588235,0.690058479532164,0.633540372670807,0.831858407079646,0.6796875,0.859375,0.674556213017751,0.698412698412698,0.833333333333333,0.589403973509934,0.620689655172414,0.704918032786885,0.763358778625954,0.561643835616438,0.717948717948718,0.784615384615385,0,0.738255033557047,0.589403973509934,0.774390243902439,0.795454545454545,0.719178082191781,0.782407407407407,0.833333333333333,0.921465968586387,0.784530386740331,0.808510638297872,0.784232365145228,0.808118081180812,0.811320754716981,0.828996282527881,0.874074074074074,0.825581395348837,0.9004329004329,0.799163179916318,0.838235294117647,0.820833333333333,0.812227074235808,0.773049645390071,0.824372759856631,0.860377358490566,0.807017543859649,0.798245614035088,0.798479087452471,0.84453781512605,0.825396825396825,0.770750988142292,0.81404958677686,0.851724137931035,0.821428571428572,0.780487804878049,0.769230769230769,0.784172661870504,0.862258953168044,0.73015873015873,0.873376623376623,0.762135922330097,0.814285714285714,0.829457364341085,0.827338129496403,0.777777777777778,0.861607142857143,0.875432525951557,0.811881188118812,0.845878136200717,0.764957264957265,0.905263157894737,0.814814814814815,0.813186813186813,0.816733067729084,0.795366795366795,0.80379746835443,0.816608996539792,0.799212598425197,0.829181494661922,0.804081632653061,0.768382352941177,0.804597701149425
"Leaf67",0.71523178807947,0.735849056603774,0.693069306930693,0.77536231884058,0.775147928994083,0.783018867924528,0.786666666666667,0.728070175438597,0.831460674157303,0.792899408284024,0.884615384615385,0.840909090909091,0.75,0.818181818181818,0.789473684210526,0.69,0.798780487804878,0.781456953642384,0.80672268907563,0.730434782608696,0.697986577181208,0.626865671641791,0.709090909090909,0.738255033557047,0,0.677852348993289,0.732876712328767,0.675675675675676,0.6640625,0.818181818181818,0.7875,0.819875776397516,0.763636363636364,0.788990825688073,0.735159817351598,0.796078431372549,0.827450980392157,0.799196787148594,0.834008097165992,0.809128630705394,0.827586206896552,0.768181818181818,0.841698841698842,0.763888888888889,0.763285024154589,0.777777777777778,0.776470588235294,0.788135593220339,0.8,0.735294117647059,0.765432098765432,0.748792270531401,0.736196319018405,0.760504201680672,0.756880733944954,0.859712230215827,0.830769230769231,0.836065573770492,0.777070063694268,0.78030303030303,0.862464183381089,0.743801652892562,0.862542955326461,0.686813186813187,0.775193798449612,0.818181818181818,0.76984126984127,0.744186046511628,0.850961538461538,0.833962264150943,0.748603351955307,0.809338521400778,0.71830985915493,0.878787878787879,0.8,0.810810810810811,0.793991416309013,0.771784232365145,0.79734219269103,0.788104089219331,0.815573770491803,0.809885931558935,0.735159817351598,0.768339768339768,0.756302521008403
"Leaf68",0.672727272727273,0.767441860465116,0.7734375,0.71523178807947,0.658959537572254,0.867647058823529,0.69811320754717,0.811188811188811,0.773684210526316,0.727777777777778,0.880952380952381,0.700729927007299,0.851851851851852,0.726775956284153,0.712121212121212,0.818181818181818,0.686390532544379,0.701863354037267,0.6953125,0.751824817518248,0.52027027027027,0.633986928104575,0.705426356589147,0.589403973509934,0.677852348993289,0,0.764705882352941,0.737142857142857,0.710526315789474,0.780269058295964,0.82258064516129,0.868421052631579,0.794736842105263,0.743478260869565,0.73109243697479,0.765799256505576,0.772727272727273,0.772727272727273,0.849264705882353,0.790697674418605,0.846491228070175,0.781893004115226,0.822463768115942,0.788381742738589,0.756637168141593,0.754385964912281,0.783393501805054,0.821969696969697,0.792387543252595,0.758771929824561,0.754789272030651,0.781115879828326,0.771276595744681,0.72,0.771784232365145,0.840677966101695,0.787425149700599,0.79296875,0.774011299435028,0.733576642335766,0.82122905027933,0.684,0.86624203821656,0.72463768115942,0.777777777777778,0.808429118773946,0.786231884057971,0.733905579399142,0.826666666666667,0.828070175438597,0.767326732673267,0.787545787545788,0.747899159663866,0.885416666666667,0.816964285714286,0.752808988764045,0.766129032258065,0.770114942528736,0.755627009646302,0.75531914893617,0.801526717557252,0.784172661870504,0.777327935222672,0.744525547445255,0.741176470588235
"Leaf70",0.722222222222222,0.721739130434783,0.771186440677966,0.761904761904762,0.784530386740331,0.816666666666667,0.78125,0.784615384615385,0.818181818181818,0.794444444444445,0.848214285714286,0.779411764705882,0.808333333333333,0.811827956989247,0.785,0.758620689655172,0.806818181818182,0.77639751552795,0.851851851851852,0.738095238095238,0.760479041916168,0.703947368421053,0.729508196721312,0.774390243902439,0.732876712328767,0.764705882352941,0,0.777777777777778,0.731034482758621,0.844444444444444,0.85,0.853107344632768,0.820652173913043,0.826271186440678,0.801652892561983,0.848920863309353,0.861313868613139,0.848708487084871,0.885185185185185,0.837209302325581,0.899122807017544,0.826446280991735,0.87410071942446,0.833333333333333,0.830434782608696,0.83728813559322,0.835125448028674,0.845559845559846,0.869127516778524,0.821739130434783,0.823308270676692,0.847457627118644,0.816216216216216,0.815384615384615,0.811715481171548,0.892617449664429,0.867435158501441,0.844357976653697,0.82183908045977,0.828671328671329,0.885869565217391,0.79467680608365,0.868421052631579,0.782608695652174,0.825,0.845559845559846,0.829710144927536,0.800847457627119,0.85972850678733,0.862190812720848,0.790816326530612,0.827205882352941,0.798319327731092,0.896428571428571,0.806603773584906,0.861702127659574,0.847058823529412,0.838345864661654,0.849693251533742,0.839041095890411,0.868913857677903,0.823104693140794,0.801652892561983,0.826855123674912,0.820610687022901
"Leaf71",0.761363636363636,0.736,0.78125,0.801242236024845,0.790575916230366,0.823076923076923,0.829545454545454,0.792857142857143,0.845771144278607,0.818652849740933,0.88,0.850649350649351,0.806201550387597,0.834170854271357,0.807511737089202,0.739837398373984,0.818181818181818,0.811428571428571,0.907894736842105,0.794326241134752,0.761363636363636,0.67515923566879,0.779411764705882,0.795454545454545,0.675675675675676,0.737142857142857,0.777777777777778,0,0.664383561643836,0.821739130434783,0.761363636363636,0.784090909090909,0.787234042553192,0.769230769230769,0.75103734439834,0.783088235294118,0.821167883211679,0.781132075471698,0.795366795366795,0.78515625,0.775700934579439,0.786008230452675,0.842857142857143,0.7875,0.744394618834081,0.762237762237762,0.778181818181818,0.798449612403101,0.778947368421053,0.741071428571428,0.763358778625954,0.758771929824561,0.756756756756757,0.749019607843137,0.755274261603376,0.855704697986577,0.835734870317003,0.863468634686347,0.793296089385475,0.768683274021352,0.862162162162162,0.743295019157088,0.858520900321543,0.735576923076923,0.772563176895307,0.825757575757576,0.753731343283582,0.769874476987448,0.815315315315315,0.802158273381295,0.76,0.817204301075269,0.746835443037975,0.865248226950355,0.826666666666667,0.8014440433213,0.784860557768924,0.773946360153257,0.79375,0.776223776223776,0.814393939393939,0.817543859649123,0.766393442622951,0.76173285198556,0.75968992248062
"Leaf73",0.704697986577181,0.757009345794392,0.740384615384615,0.746268656716418,0.773809523809524,0.825688073394495,0.785234899328859,0.769230769230769,0.830508474576271,0.819767441860465,0.838383838383838,0.8125,0.827272727272727,0.803468208092486,0.788359788359788,0.75,0.819277108433735,0.78,0.834710743801653,0.716814159292035,0.730263157894737,0.62406015037594,0.763157894736842,0.719178082191781,0.6640625,0.710526315789474,0.731034482758621,0.664383561643836,0,0.805825242718447,0.79375,0.80379746835443,0.784431137724551,0.782407407407407,0.778761061946903,0.818532818532819,0.853846153846154,0.788617886178862,0.833333333333333,0.827868852459016,0.849514563106796,0.794642857142857,0.854406130268199,0.796380090497738,0.762135922330097,0.776951672862453,0.780392156862745,0.8125,0.790262172284644,0.770334928229665,0.784552845528455,0.76555023923445,0.794117647058823,0.785123966942149,0.778280542986425,0.842490842490842,0.811912225705329,0.815899581589958,0.751633986928105,0.784090909090909,0.890756302521008,0.7375,0.854166666666667,0.727272727272727,0.77906976744186,0.846153846153846,0.764,0.771689497716895,0.844660194174757,0.837735849056604,0.774725274725275,0.817829457364341,0.746543778801843,0.886792452830189,0.845410628019324,0.814671814671815,0.808510638297872,0.795918367346939,0.800664451827242,0.796296296296296,0.834008097165992,0.835820895522388,0.756756756756757,0.776923076923077,0.755274261603376
"RX051Marsh51",0.799107142857143,0.888297872340425,0.887096774193548,0.792079207920792,0.829875518672199,0.897297297297297,0.804651162790698,0.888888888888889,0.805907172995781,0.817796610169491,0.92090395480226,0.865671641791045,0.915343915343915,0.825726141078838,0.803921568627451,0.898395721925134,0.827586206896552,0.811926605504587,0.875647668393782,0.866666666666667,0.804444444444444,0.778301886792453,0.869791666666667,0.782407407407407,0.818181818181818,0.780269058295964,0.844444444444444,0.821739130434783,0.805825242718447,0,0.731132075471698,0.852813852813853,0.743243243243243,0.753676470588235,0.733812949640288,0.775641025641026,0.816455696202532,0.749163879598662,0.777777777777778,0.777027027027027,0.791505791505791,0.713754646840149,0.711340206185567,0.778571428571429,0.764925373134328,0.746130030959752,0.775316455696203,0.816393442622951,0.745283018867924,0.729007633587786,0.758278145695364,0.785454545454545,0.824267782426778,0.719723183391003,0.699248120300752,0.759493670886076,0.729050279329609,0.70863309352518,0.740566037735849,0.715210355987055,0.82,0.684027777777778,0.77710843373494,0.658119658119658,0.750798722044728,0.755172413793103,0.725165562913907,0.717472118959108,0.768627450980392,0.784810126582278,0.748953974895398,0.73841059602649,0.681818181818182,0.783606557377049,0.734939759036145,0.744262295081967,0.746478873239437,0.720689655172414,0.736994219653179,0.754658385093168,0.761904761904762,0.764331210191083,0.76056338028169,0.729032258064516,0.729452054794521
